date,plan_kwh,charge_kwh,discharge_kwh,emergency_kwh,curtail_kwh,storage_start,storage_end,plan_cost_yuan,emergency_cost_yuan,daily_cost_yuan,storage_min,storage_max,pool_size,k_eff,mode,objective_yuan,theta_mean,theta_total_yuan,tangent_count,value_at_s_min,value_at_s_max,dec_storage_end_mean,dec_storage_end_min,dec_storage_end_max,dec_plan_kwh,solver_path
2025-02-21,44325.92044,446.0667485,361.3140663,0,18680.90573,1200,1200,32726.09431,0,32726.09431,1200,1270.210873,44,2.706965785,kernel,69509.23062,35169.25871,34037.01827,63,35472.2022,33980.95098,10341.4365,1200,10724.71796,673.0449727,highs+presolve
2025-02-22,43511.73838,748.5172694,606.2989882,0,15524.75721,1200,1200,32077.60207,0,32077.60207,1200,1363.250584,45,3.573249113,kernel,67683.05966,34180.54827,33227.11008,64,34455.93952,33175.60272,10262.03099,1200,10641.77296,580.7745556,highs+presolve
2025-02-23,80503.89674,1063.404879,861.3579517,0,8769.996127,1200,1200,61875.72829,0,61875.72829,1200,1515.448105,46,9.359203993,kernel,122425.9644,60791.55136,60113.53604,58,61893.14319,59499.87026,5950.815867,1200,10799.39725,152.8412565,highs+presolve
2025-02-24,79963.73394,611.0793121,494.9742428,0,11644.59526,1200,1200,61500.61845,0,61500.61845,1200,1481.600386,47,10.19527029,kernel,121871.7847,60475.32951,59869.70428,59,61529.82044,59214.16816,5755.220554,1200,10799.37432,170.6705177,highs+presolve
2025-02-25,78562.33034,534.9441911,433.3047948,0,12639.36771,1200,1200,60709.39597,0,60709.39597,1200,1388.349792,48,10.52942206,kernel,120960.3852,60050.32944,59580.03345,59,61005.82359,58826.69552,5176.862423,1200,10799.38841,204.0364709,highs+presolve
2025-02-26,76710.61714,785.0480334,635.8889071,0,7746.609985,1200,1200,59550.37354,0,59550.37354,1200,1476.486416,49,9.618092306,kernel,118800.8757,59208.36122,58753.47193,55,59995.23257,58094.29913,4698.884709,1200,10795.83767,135.8880917,highs+presolve
2025-02-27,76527.03843,907.5983557,735.1546681,0,9398.010544,1200,1200,59279.71023,0,59279.71023,1200,1700.484064,50,9.703443685,kernel,117978.4337,58802.94082,58282.16191,60,59585.36534,57739.59594,5026.070284,1200,10795.82716,119.949794,highs+presolve
2025-02-28,43287.51286,438.8661892,355.4816132,0,19911.53474,1200,1200,31841.56417,0,31841.56417,1200,1302.802337,51,3.924866858,kernel,67068.89578,33883.87986,32932.36956,64,34136.51615,32876.85644,10265.97846,1200,10627.83291,566.13609,highs+presolve
2025-03-01,42394.69383,394.9619052,319.9191432,21.56748333,18682.45262,1200,1200,31165.2315,45.8093346,31211.04083,1200,1334.746207,28,3.597924448,kernel,65590.72045,33041.96183,32237.43511,64,33353.27524,32188.27001,10291.43569,1200,10682.18005,547.2767992,highs+presolve
2025-03-02,74325.88494,3653.406902,2959.259591,0,1273.430558,1200,1200,58108.83808,0,58108.83808,1200,3975.084956,29,8.936765061,kernel,116107.1719,57803.06191,57592.32028,60,58485.15968,57195.12915,4253.872859,1200,10774.37997,118.2721985,highs+presolve
2025-03-03,75834.93531,3395.758029,2750.564004,0,3172.594656,1200,1200,58962.81358,0,58962.81358,1200,2729.204025,30,11.56355504,kernel,117376.9719,58261.55924,58122.12319,59,59162.65764,57582.91926,4381.25483,1200,10773.25454,100.9684022,highs+presolve
2025-03-04,76555.15711,677.2081112,548.5385701,0,7227.029632,1200,1200,59506.77051,0,59506.77051,1200,1410.408188,31,13.12947272,kernel,118469.2199,58711.208,58630.30543,58,59703.58792,58008.25936,4277.165571,1200,10799.40851,97.98534739,highs+presolve
2025-03-05,76541.88292,588.0979949,476.3593759,0,10299.67229,1200,1200,59464.5856,0,59464.5856,1200,1392.7857,32,14.04316997,kernel,118375.1652,58651.44948,58552.79394,58,59689.52904,57928.05348,4385.528112,1200,10799.47827,105.5630375,highs+presolve
2025-03-06,75392.19197,580.8961531,470.525884,0,9341.167568,1200,1200,58710.17296,0,58710.17296,1200,1408.196995,33,14.29041677,kernel,116997.4902,58064.01166,57957.44451,61,58942.61425,57381.33234,4092.201676,1200,10791.45125,108.8967406,highs+presolve
2025-03-07,42308.81035,257.806319,208.8231184,0,21337.54162,1200,1200,31019.74515,0,31019.74515,1200,1359.889405,34,5.248016128,kernel,64301.66598,32403.86762,31620.27167,63,32681.38419,31583.25737,10310.46699,1200,10614.24509,422.9553412,highs+presolve
2025-03-08,41955.11374,299.6000545,242.6760441,0,22835.05021,1200,1200,30571.95875,0,30571.95875,1200,1320.630278,35,5.715796066,kernel,62604.35243,31536.59551,30763.16487,63,31841.17744,30733.73363,10312.23413,1200,10618.9187,330.4557445,highs+presolve
2025-03-09,74496.27353,386.4048349,312.9879163,0,11089.33156,1200,1200,58110.76674,0,58110.76674,1200,1397.783404,36,12.89755277,kernel,115834.9831,57548.48663,57480.31875,57,58349.93545,56920.18012,3937.498592,1200,10799.73011,79.12010128,highs+presolve
2025-03-10,74215.01936,890.2588764,721.1096899,0,6003.798722,1200,1200,57748.72644,0,57748.72644,1200,1570.851405,37,11.74796499,kernel,114850.7462,57078.19263,56934.48347,58,57911.20072,56417.51068,4454.046413,1200,10798.77839,55.60170249,highs+presolve
2025-03-11,74099.70626,559.3556964,453.078114,0,10054.50987,1200,1200,57572.90174,0,57572.90174,1200,1427.94139,38,12.48786439,kernel,114381.6201,56841.00949,56659.91913,58,57703.646,56161.45872,4418.786602,1200,10799.01702,49.15144572,highs+presolve
2025-03-12,73888.5915,600.8911989,486.7218711,0,11338.88749,1200,1200,57262.28552,0,57262.28552,1200,1586.960967,39,12.63865432,kernel,113609.8171,56459.33436,56214.49162,59,57380.92145,55727.5301,4791.811554,1200,10798.19792,45.63475516,highs+presolve
2025-03-13,73839.99033,1879.953016,1522.761943,0,5937.181243,1200,1200,57033.91121,0,57033.91121,1200,2207.810201,40,12.54300922,kernel,112949.3524,56126.94502,55802.03587,57,57132.28851,55338.75801,5416.287094,1200,10799.13413,40.01956988,highs+presolve
2025-03-14,41271.16718,349.2068889,282.85758,0,25175.39189,1200,1200,30050.14176,0,30050.14176,1200,1313.719241,41,5.475665183,kernel,61567.15701,31056.64387,30203.59938,63,31363.54748,30173.59864,10332.64206,1200,10587.62834,360.3804101,highs+presolve
2025-03-15,40914.79964,885.2321983,717.0380806,0,19822.48037,1200,1200,29708.36087,0,29708.36087,1200,1819.011378,42,5.792984498,kernel,60669.56393,30596.9511,29734.13678,63,30935.41702,29704.32325,10312.91732,1200,10652.63639,335.8385264,highs+presolve
2025-03-16,73837.25034,411.2998152,333.1528503,0,10408.05645,1200,1200,56918.32734,0,56918.32734,1200,1318.615776,43,14.10356743,kernel,112659.0765,55902.86971,55626.55158,57,57005.31096,55095.67528,5314.375412,1200,10799.6609,38.47458175,highs+presolve
2025-03-17,73707.57143,315.5321594,255.5810491,0,15789.48888,1200,1200,56738.01237,0,56738.01237,1200,1372.325369,44,13.63072765,kernel,112220.854,55698.37544,55351.91982,58,56837.00254,54871.20176,5644.028165,1200,10796.15809,49.401395,highs+presolve
2025-03-18,73213.88603,808.8747045,655.1885107,0,11934.24147,1200,1200,56082.32208,0,56082.32208,1200,1627.485998,45,12.21904403,kernel,110778.214,54975.93492,54490.62637,56,56215.19428,54003.87131,6471.546542,1200,10799.75571,79.11399773,highs+presolve
2025-03-19,72058.55427,568.7615832,460.6968824,0,12485.01912,1200,1200,55381.54988,0,55381.54988,1200,1439.500264,46,11.41647343,kernel,109890.5764,54610.71505,54076.10908,58,55780.01769,53574.72243,6423.375434,1200,10799.66447,138.1264577,highs+presolve
2025-03-20,71391.08581,804.852598,651.9306044,0,9029.202004,1200,1200,54955.23435,0,54955.23435,1200,1510.104123,47,11.02660819,kernel,109225.4371,54315.33244,53741.25757,59,55423.68687,53286.46767,6680.9775,1200,10799.87336,164.5713846,highs+presolve
2025-03-21,40448.83214,455.8997401,369.2787895,0,28328.74667,1200,1200,29390.5308,0,29390.5308,1200,1364.308716,48,5.408683269,kernel,60264.40409,30431.44552,29490.16018,61,30774.23384,29451.96036,10255.45815,1200,10669.52815,400.939891,highs+presolve
2025-03-22,39872.03827,341.0170449,276.2238064,0,23926.0453,1200,1200,29044.07753,0,29044.07753,1200,1392.806485,49,5.464399963,kernel,60949.57052,30809.12868,29717.20494,63,31232.3556,29649.78214,10183.20882,1200,10610.04969,603.3264128,highs+presolve
2025-03-23,70736.52048,818.0374559,662.6103392,0,11811.37325,1200,1200,54539.64057,0,54539.64057,1200,1437.876268,50,11.90450551,kernel,108674.4174,54029.36357,53483.48892,60,55153.42171,53006.67262,6400.732476,1200,10799.3587,195.6673374,highs+presolve
2025-03-24,69134.66434,736.5989684,596.6451644,0,10996.21345,1200,1200,53534.64121,0,53534.64121,1200,1442.874838,51,10.82467826,kernel,107218.6136,53385.47183,52861.87742,61,54345.08879,52375.91376,5993.602152,1200,10798.39422,234.3301629,highs+presolve
2025-03-25,69148.96584,1163.403784,942.3570653,0,7977.794405,1200,1200,53544.17757,0,53544.17757,1200,1553.017663,52,12.38108594,kernel,107289.0751,53407.32975,52878.40216,62,54400.29034,52403.27279,6247.373272,1200,10797.01753,245.6092378,highs-no-presolve
2025-03-26,69083.5042,529.8911525,429.2118335,0,13390.27002,1200,1200,53456.66926,0,53456.66926,1200,1381.797115,53,12.88556861,kernel,106933.5952,53242.30738,52704.32953,61,54211.30406,52293.69389,6364.085095,1200,10799.6886,220.0942726,highs+presolve
2025-03-27,68565.77066,869.8935712,704.6137927,0,9683.501483,1200,1200,53073.739,0,53073.739,1200,1516.369376,54,12.58815289,kernel,106153.8021,52890.98334,52332.41699,59,53804.84276,51988.21053,6704.177165,1200,10797.15022,217.8512165,highs+presolve
2025-03-28,39090.01259,436.2381539,353.3529047,0,28185.24658,1200,1200,28413.56793,0,28413.56793,1200,1274.618458,55,5.170440917,kernel,58695.00133,29643.29649,28717.41172,63,29977.57955,28674.90903,10255.24247,1200,10622.5278,441.7630149,highs+presolve
2025-03-29,38597.93338,530.3057935,429.5476927,2.940066667,30792.90616,1200,1200,28094.33865,6.2447016,28100.58335,1200,1316.933758,56,5.522490021,kernel,58680.56097,29640.18851,28674.16432,64,30006.38661,28620.09192,10234.6144,1200,10700.45203,522.7104555,highs+presolve
2025-03-30,66880.53575,768.782171,622.7135585,6.347433333,11395.19487,1200,1200,52075.93958,13.4819484,52089.42153,1200,1401.933682,57,11.42360066,kernel,104728.4062,52217.26911,51746.89957,63,52971.68907,51452.54762,6086.395863,1200,10797.32948,243.783362,highs+presolve
2025-03-31,66430.65028,821.3283373,665.2759533,0,9323.208412,1200,1200,51678.12601,0,51678.12601,1200,1516.093822,58,11.21560788,kernel,103764.411,51766.71778,51305.2151,61,52454.53145,51072.54298,6394.687255,1200,10774.64884,207.0063743,highs+presolve
2025-04-01,65508.36976,1166.477405,944.846698,0,5077.887539,1200,1200,50823.16863,0,50823.16863,1200,1502.111132,31,7.574699714,kernel,101223.2122,50432.88755,50239.80872,62,50983.39731,50229.91769,6788.130682,1200,10798.75798,53.61338997,highs+presolve
2025-04-02,65740.44217,2170.769375,1758.323194,339.0296877,5231.690278,1200,1200,50944.92564,872.744195,51817.66983,1200,2795.925374,32,9.955227906,kernel,101420.7743,50506.62518,50309.24112,60,51111.5274,50282.55474,6394.299264,1200,10798.47622,48.59273344,highs+presolve
2025-04-03,66150.82314,764.719015,619.4224022,0,10141.99626,1200,1200,51329.12986,0,51329.12986,1200,1445.37062,33,12.53059098,kernel,102282.0235,50904.13916,50709.04239,61,51572.67516,50643.65384,6129.564328,1200,10560.61236,73.01058489,highs+presolve
2025-04-04,37483.49491,376.1751689,304.7018868,0,30981.21938,1200,1200,27309.40566,0,27309.40566,1200,1356.234128,34,4.373110871,kernel,56118.43304,28245.17325,27670.73824,64,28447.68464,27645.80995,10343.59131,1200,10658.05503,308.2480032,highs+presolve
2025-04-05,36966.04035,709.4929698,574.6893055,0,24787.1217,1200,1200,26855.91352,0,26855.91352,1200,1450.542282,35,4.442887292,kernel,55034.79803,27674.53509,27162.48929,65,27872.29862,27139.2389,10318.00814,1200,10704.57619,275.7671434,highs+presolve
2025-04-06,65620.34615,749.0992957,606.7704295,0,11067.94102,1200,1200,50790.97839,0,50790.97839,1200,1351.924755,36,10.68685242,kernel,101061.3408,50300.86153,50094.46097,57,50966.81983,50074.65483,6348.895926,1200,10776.74179,66.85894573,highs+presolve
2025-04-07,65487.54174,637.0774248,516.0327141,0,12123.77774,1200,1200,50642.5312,0,50642.5312,1200,1403.86216,37,11.36356786,kernel,100747.8799,50138.38215,49927.50702,60,50820.11419,49907.71618,6659.002789,1200,10799.68046,65.52498058,highs+presolve
2025-04-08,65420.57476,1152.50854,933.5319173,0,10848.40452,1200,1200,50505.77191,0,50505.77191,1200,1649.365741,38,12.46732365,kernel,100436.0381,49969.06367,49748.41031,62,50687.47631,49724.90743,6934.562147,1200,10800,65.09673617,highs+presolve
2025-04-09,65319.91211,1512.477859,1225.107066,0,5898.2303,1200,1200,50392.55262,0,50392.55262,1200,1728.02806,39,12.20812502,kernel,100160.6598,49831.55906,49607.05218,61,50553.51174,49592.75508,7343.463644,1200,10797.74536,58.76476635,highs+presolve
2025-04-10,65375.96913,1214.463117,983.715125,0,10684.58324,1200,1200,50445.34496,0,50445.34496,1200,1531.255623,40,14.09104102,kernel,100272.1614,49880.75401,49668.33152,60,50603.78041,49649.62314,7092.308792,1200,10797.12153,57.55727938,highs+presolve
2025-04-11,36943.48097,685.9112654,555.5881249,0,31496.50767,1200,1200,26739.9188,0,26739.9188,1200,1393.084086,41,5.118456781,kernel,54561.86425,27449.647,26924.21204,65,27637.64207,26904.26426,10327.21632,1200,10693.9512,247.983367,highs+presolve
2025-04-12,37075.69755,405.9815174,328.8450291,0,27973.40052,1200,1200,26806.5666,0,26806.5666,1200,1324.593208,42,6.033245976,kernel,55971.70912,28226.12102,27435.56738,64,28536.13168,27388.17049,10251.71415,1200,10683.5313,469.4785324,highs+presolve
2025-04-13,64951.96998,637.4118535,516.3036013,0,10554.50325,1200,1200,50091.39182,0,50091.39182,1200,1335.625093,43,13.18584219,kernel,99637.44963,49551.34117,49334.64364,62,50302.79931,49324.13937,7219.772252,1200,10798.17396,69.88868729,highs+presolve
2025-04-14,64665.96061,748.3453336,606.1597202,0,11995.7432,1200,1200,49905.12602,0,49905.12602,1200,1396.301797,44,14.17348927,kernel,99377.35307,49416.17571,49195.95778,60,50181.37372,49184.45929,7185.420698,1200,10800,86.0117923,highs+presolve
2025-04-15,64532.74498,475.6809097,385.3015369,0,14302.93677,1200,1200,49771.80742,0,49771.80742,1200,1388.791034,45,15.44869139,kernel,99115.696,49282.2262,49059.35147,62,50056.16288,49045.0511,7243.985937,1200,10798.79978,86.92310781,highs+presolve
2025-04-16,64088.47678,836.2533751,677.3652339,0,8149.996687,1200,1200,49433.12779,0,49433.12779,1200,1443.582882,46,15.22324384,kernel,98570.15279,49004.83888,48776.07284,60,49793.87371,48760.96929,7366.739256,1200,10796.87876,102.4870948,highs+presolve
2025-04-17,64000.81928,477.4568189,386.7400233,0,11041.76014,1200,1200,49310.67181,0,49310.67181,1200,1345.141605,47,16.00888402,kernel,98288.20678,48859.93421,48629.49749,61,49658.10884,48613.71477,7347.830532,1200,10800,98.49376075,highs+presolve
2025-04-18,36590.18116,407.5461144,330.1123527,43.46379633,30202.09401,1200,1200,26313.40248,93.56233636,26406.96482,1200,1416.01236,48,5.981744463,kernel,53826.50434,27117.30703,26476.81536,64,27349.67887,26450.6874,10296.85066,1200,10647.92331,295.577426,highs+presolve
2025-04-19,36539.4952,462.1673453,374.3555497,2.1812,29669.18536,1200,1200,26227.83437,4.6328688,26232.46724,1200,1347.050387,49,7.247524031,kernel,54194.38797,27326.72803,26574.39284,64,27619.98509,26533.70998,10230.41194,1200,10724.60066,390.2215091,highs+presolve
2025-04-20,63770.8898,759.3267973,615.0547058,0,11668.87282,1200,1200,49130.37639,0,49130.37639,1200,1514.279897,50,16.93195549,kernel,97956.1771,48679.57118,48456.72665,61,49499.32088,48436.53195,7389.051977,1200,10799.22868,103.4369691,highs+presolve
2025-04-21,63561.99456,756.1093695,612.4485893,0,14901.42339,1200,1200,48959.87889,0,48959.87889,1200,1502.331518,51,17.45809319,kernel,97610.33516,48513.48097,48295.90598,61,49314.30355,48274.61012,7488.797348,1200,10800,99.31988752,highs+presolve
2025-04-22,62962.75525,822.6766628,666.3680968,0,10653.51737,1200,1200,48482.60443,0,48482.60443,1200,1480.292306,52,16.72425554,kernel,96764.965,48107.0852,47895.86628,63,48868.40662,47867.96389,7580.154264,1200,10799.854,106.2748909,highs+presolve
2025-04-23,62995.01747,621.4232111,503.352801,8.113233333,11485.14357,1200,1200,48472.01456,17.2325076,48489.24706,1200,1341.883116,53,17.98367065,kernel,96726.1002,48080.01185,47871.12297,63,48854.0608,47842.46233,7590.901472,1200,10800,104.9063379,highs+presolve
2025-04-24,62771.71403,433.7793372,351.3612631,0,15599.18925,1200,1200,48214.77336,0,48214.77336,1200,1347.279024,54,17.96141731,kernel,96132.0772,47790.25852,47577.88826,62,48552.71603,47548.07034,7692.789548,1200,10799.90456,92.51078955,highs+presolve
2025-04-25,35832.76159,431.6471068,349.6341565,0,33750.39099,1200,1200,25684.44866,0,25684.44866,1200,1299.975993,55,6.500087882,kernel,53004.85873,26734.88833,26005.15696,65,26999.69176,25967.21924,10209.70001,1200,10719.3752,374.6370212,highs+presolve
2025-04-26,35491.59808,632.7728342,512.5459957,0,35301.17761,1200,1200,25355.37261,0,25355.37261,1200,1451.005624,56,6.368485569,kernel,52414.43861,26440.87693,25683.42359,65,26731.00503,25641.55511,10188.00785,1200,10701.49628,393.6149387,highs+presolve
2025-04-27,61852.03587,918.7274371,744.169224,0,13104.00647,1200,1200,47465.80779,0,47465.80779,1200,1442.181498,57,14.8973089,kernel,94671.27344,47088.96058,46887.10794,63,47784.11655,46855.98616,7902.888089,1200,10799.86422,90.71134474,highs+presolve
2025-04-28,61826.77685,2115.600928,1713.636752,0,4802.845359,1200,1200,47436.68181,0,47436.68181,1200,2135.416233,58,15.47602562,kernel,94587.04534,47041.14597,46837.11994,64,47749.56217,46807.95985,8177.545665,1200,10799.93862,90.16785754,highs+presolve
2025-04-29,62328.38261,805.7454283,652.6537969,0,14742.07726,1200,1200,47874.39072,0,47874.39072,1200,1653.249967,59,20.7435446,kernel,95560.7552,47485.82479,47279.76704,63,48280.96135,47238.38977,7649.971125,1200,10799.9791,114.1613557,highs+presolve
2025-04-30,62339.61747,742.5300689,601.4493558,0,13941.68232,1200,1200,47807.84453,0,47807.84453,1200,1532.485061,60,21.69250819,kernel,95353.40727,47363.86222,47146.87018,63,48206.5083,47104.04056,7844.816497,1200,10797.78067,112.7844938,highs+presolve
2025-05-01,60501.23499,5125.54712,4151.693167,0,8516.00224,1200,1200,46182.88442,0,46182.88442,1200,4772.991718,30,9.46355995,kernel,91787.82667,45554.99007,45521.72694,34,46266.09448,45519.48278,5925.209853,1200,6254.10483,31.45091275,highs+presolve
2025-05-02,34111.44345,4067.081796,3294.336255,135.3787572,19183.75659,1200,1200,24382.8709,292.6324731,24675.50338,1200,4280.559526,31,2.498491897,kernel,50115.42548,25231.62641,24701.28912,65,25414.12612,24682.89897,10419.25483,1200,10680.78405,304.0364852,highs+presolve
2025-05-03,34920.7907,2764.26534,2239.054926,58.16779515,25586.57643,1200,1200,25081.77674,124.3811288,25206.15787,1200,3360.30075,32,5.949359749,kernel,51187.21821,25734.34956,25268.2078,65,25919.00053,25241.77488,10091.8862,1200,10719.90507,243.7486537,highs+presolve
2025-05-04,61297.18917,3035.153359,2458.47422,0,8985.842697,1200,1200,47091.54632,0,47091.54632,1200,3586.611701,33,16.76637727,kernel,93974.59803,46608.72528,46596.63957,33,47377.95392,46580.0548,5282.821788,1413.675783,5468.147948,86.65367529,highs+presolve
2025-05-05,61738.24952,4025.838313,3260.929034,14.72901667,5912.06246,1200,1200,47403.12076,31.2844314,47434.40519,1200,3573.691314,34,17.58755304,kernel,94497.24602,46839.2218,46831.6375,32,47665.60398,46812.57768,5285.606421,1586.082895,5488.231584,81.0624256,highs+presolve
2025-05-06,61530.44737,3996.966862,3237.543158,0,7900.941302,1200,1200,47213.99623,0,47213.99623,1200,3535.94703,35,17.23446726,kernel,93967.96746,46624.357,46609.04963,34,47358.91297,46601.38829,5568.01463,1423.193436,5715.797401,45.85560171,highs+presolve
2025-05-07,61709.11191,4044.184284,3275.78927,0,5872.870943,1200,1200,47427.84652,0,47427.84652,1200,4343.235954,36,17.52716152,kernel,94443.41438,46887.74381,46875.27891,33,47568.13074,46868.8685,5453.702685,1468.68947,5574.333452,44.03679987,highs+presolve
2025-05-08,62166.20311,3101.910146,2512.547218,0,5750.327778,1200,1200,47887.04612,0,47887.04612,1200,3089.772477,37,19.49643942,kernel,95485.29225,47387.18553,47382.04835,32,48103.23948,47372.09993,5173.909981,1782.944711,5327.738856,66.8324049,highs+presolve
2025-05-09,36749.68756,1435.45186,1162.716007,0,27977.56586,1200,1200,26615.11608,0,26615.11608,1200,2221.271462,38,8.142201567,kernel,59776.39521,30410.93354,28699.56307,64,31076.82256,28466.37659,9827.128574,1200,10793.73804,1252.018966,highs+presolve
2025-05-10,36287.79367,2098.004745,1699.383843,0,23768.12749,1200,1200,26192.56578,0,26192.56578,1200,2870.961456,39,8.190637525,kernel,55549.17758,28063.04522,27084.07126,65,28465.09663,26984.35751,9921.97339,1200,10778.0051,644.5336572,highs+presolve
2025-05-11,62604.18361,2775.324242,2248.012636,0,6592.792921,1200,1200,48226.35516,0,48226.35516,1200,3141.228284,40,21.17078497,kernel,96161.36218,47664.01178,47670.89029,28,48490.4262,47648.0035,4839.700397,2111.25827,5085.189611,76.4848295,highs+presolve
2025-05-12,62784.80479,1869.864392,1514.590158,0,10498.33532,1200,1200,48373.82692,0,48373.82692,1200,2526.84172,41,21.38040604,kernel,96437.8512,47792.49683,47801.28744,29,48636.45217,47777.93236,4862.444528,2201.815709,5108.234801,76.19716199,highs+presolve
2025-05-13,62546.32696,1627.641168,1318.389346,0,9107.862367,1200,1200,48123.02237,0,48123.02237,1200,2319.1096,42,22.35129784,kernel,95867.09653,47502.83015,47502.88804,31,48364.20348,47486.17653,5285.799711,1902.258818,5503.483732,76.18342632,highs+presolve
2025-05-14,62303.68332,1675.61545,1357.248515,0,8971.167601,1200,1200,47979.33847,0,47979.33847,1200,2434.253014,43,21.6688441,kernel,95572.37516,47398.41538,47392.9545,33,48179.41585,47383.61393,5525.324585,1767.837876,5709.595036,62.28987232,highs+presolve
2025-05-15,62205.94369,2144.154892,1736.765462,0,9033.49598,1200,1200,47887.69078,0,47887.69078,1200,2394.329092,44,20.91436363,kernel,95337.38094,47299.50429,47290.8107,34,48046.56529,47285.03021,5657.904658,1653.858001,5825.394912,51.71695949,highs+presolve
