date,pool_size,converged,converged_round,max_adjacent_difference_yuan,mean_adjacent_difference_yuan,min_adjacent_difference_yuan,max_slope_positive_violation,max_slope_monotone_violation_interior,boundary_slope_jump,canonical_tangent_count,effective_tangent_count,value_at_s_min_yuan,value_at_s_max_yuan,round,n_points,grid_step,new_effective_tangents,envelope_increase_yuan,max_envelope_deficit_yuan
2025-02-09,32,True,4,70.75228967,30.10048153,1.157482499,3.871072327e-07,0,0.007741522366,62,62,66321.67296,64395.24214,4,65,150,29,2.186256357,2.182787284e-11
2025-02-10,33,True,4,1041.928393,492.383287,65.34604339,4.978428864e-07,0,0.08217833355,5,5,66358.26302,64388.72987,0,5,2400,-1,-1,7.275957614e-12
2025-02-10,33,True,4,551.6001302,246.1916435,18.5886523,4.978428864e-07,0,0.01893463549,9,9,66358.26302,64388.72987,1,9,1200,4,107.426098,7.275957614e-12
2025-02-10,33,True,4,280.7212424,123.0958218,7.992754415,4.978428864e-07,0,0.01735478832,17,17,66358.26302,64388.72987,2,17,600,8,8.905250439,7.275957614e-12
2025-02-10,33,True,4,141.4422879,61.54791088,3.006382927,4.978428864e-07,0,0.01539051,33,33,66358.26302,64388.72987,3,33,300,16,13.77704387,7.275957614e-12
2025-02-10,33,True,4,70.75229086,30.77395544,1.397883488,4.978428864e-07,0,0.00934398751,64,64,66358.26302,64388.72987,4,65,150,31,2.122014967,7.275957614e-12
2025-02-11,34,True,4,1104.824236,484.5360718,79.33656393,6.254359781e-07,0,0.04867102954,5,5,65323.38079,63385.23651,0,5,2400,-1,-1,0
2025-02-11,34,True,4,566.1634155,242.2680359,24.66153934,6.254359781e-07,0,0.0425924935,9,9,65323.38079,63385.23651,1,9,1200,4,33.41543375,0
2025-02-11,34,True,4,283.1629033,121.1340179,8.336165428,6.254359781e-07,0,0.017765002,17,17,65323.38079,63385.23651,2,17,600,8,9.832129975,7.275957614e-12
2025-02-11,34,True,4,141.6003317,60.56700897,3.108883466,6.254359781e-07,0,0.01646819366,32,32,65323.38079,63385.23651,3,33,300,15,4.300445395,1.455191523e-11
2025-02-11,34,True,4,70.80016587,30.28350448,1.314545027,6.254359781e-07,0,0.008796776238,55,55,65323.38079,63385.23651,4,65,150,23,3.019144299,2.182787284e-11
2025-02-12,35,True,4,1118.03533,494.9239129,63.79031804,7.146065226e-07,0,0.030343712,5,5,64690.94891,62711.25326,0,5,2400,-1,-1,0
2025-02-12,35,True,4,566.2567403,247.4619564,29.84748238,7.146065226e-07,0,0.02689404029,9,9,64690.94891,62711.25326,1,9,1200,4,48.12356144,0
2025-02-12,35,True,4,283.2101539,123.7309782,14.45339194,7.146065226e-07,0,0.02481239085,16,16,64690.94891,62711.25326,2,17,600,7,13.80332124,0
2025-02-12,35,True,4,141.609903,61.86548911,7.065340909,7.146065226e-07,0,0.02444639388,30,30,64690.94891,62711.25326,3,33,300,14,5.148876931,0
2025-02-12,35,True,4,70.80973682,30.93274456,3.409266896,7.146065226e-07,0,0.02416090242,54,54,64690.94891,62711.25326,4,65,150,24,2.758624165,7.275957614e-12
2025-02-13,36,True,4,1122.15165,499.6530274,31.1482899,3.261050029e-07,0,0.01881724368,5,5,64139.03689,62140.42478,0,5,2400,-1,-1,0
2025-02-13,36,True,4,566.2305184,249.8265137,14.2527499,3.261050029e-07,0,0.01252991477,9,9,64139.03689,62140.42478,1,9,1200,4,60.89933975,0
2025-02-13,36,True,4,283.2005951,124.9132568,6.90055262,3.261050029e-07,0,0.01185815866,17,17,64139.03689,62140.42478,2,17,600,8,61.19015583,0
2025-02-13,36,True,4,141.6003328,62.45662842,3.394412957,3.261050029e-07,0,0.01145811095,31,31,64139.03689,62140.42478,3,33,300,14,4.2040863,7.275957614e-12
2025-02-13,36,True,4,70.8001664,31.22831421,1.68336799,3.261050029e-07,0,0.01126986498,55,55,64139.03689,62140.42478,4,65,150,24,2.172145184,2.182787284e-11
2025-02-14,37,True,4,937.6549567,615.3057989,468.0161714,6.897378845e-07,0,0.2009070782,5,5,39663.27007,37202.04688,0,5,2400,-1,-1,0
2025-02-14,37,True,4,511.6829319,307.6528994,230.8426987,6.897378845e-07,0,0.1951113526,9,9,39663.27007,37202.04688,1,9,1200,4,78.94251451,0
2025-02-14,37,True,4,265.7537139,153.8264497,114.6594242,6.897378845e-07,0,0.191686474,17,17,39663.27007,37202.04688,2,17,600,8,8.941852861,0
2025-02-14,37,True,4,141.5054078,76.91322486,57.24482153,6.897378845e-07,0,0.1912278835,33,33,39663.27007,37202.04688,3,33,300,16,0.9825103137,0
2025-02-14,37,True,4,70.75533728,38.45661243,28.56795331,6.897378845e-07,0,0.1906684779,62,62,39663.27007,37202.04688,4,65,150,29,0.2499341979,7.275957614e-12
2025-02-15,38,True,4,678.2801206,296.8080656,145.8586502,1.878944438e-07,0,0.06259084966,5,5,34659.17489,33471.94263,0,5,2400,-1,-1,0
2025-02-15,38,True,4,493.2460751,148.4040328,71.87104934,1.878944438e-07,0,0.06053465665,9,9,34659.17489,33471.94263,1,9,1200,4,55.98586188,0
2025-02-15,38,True,4,263.1760681,74.20201641,35.72043785,1.878944438e-07,0,0.05996126612,17,17,34659.17489,33471.94263,2,17,600,8,33.39774643,0
2025-02-15,38,True,4,138.3976713,37.1010082,17.80742726,1.878944438e-07,0,0.05953022521,32,32,34659.17489,33471.94263,3,33,300,15,3.865744602,0
2025-02-15,38,True,4,69.81066304,18.5505041,8.887553121,1.878944438e-07,0,0.05940175121,62,62,34659.17489,33471.94263,4,65,150,30,6.35473761,0
2025-02-16,39,True,4,1134.731633,622.2247214,61.03674926,5.777361135e-07,0,0.03607244493,5,5,63431.04261,60942.14372,0,5,2400,-1,-1,7.275957614e-12
2025-02-16,39,True,4,568.5586255,311.1123607,19.57506658,5.777361135e-07,0,0.03190956343,9,9,63431.04261,60942.14372,1,9,1200,4,60.30067913,7.275957614e-12
2025-02-16,39,True,4,284.6319441,155.5561803,8.161240379,5.777361135e-07,0,0.01427555491,15,15,63431.04261,60942.14372,2,17,600,6,10.14742084,0
2025-02-16,39,True,4,142.3316523,77.77809017,3.970244283,5.777361135e-07,0,0.01342745681,27,27,63431.04261,60942.14372,3,33,300,12,13.07234179,0
2025-02-16,39,True,4,71.18148696,38.88904509,1.968684108,5.777361135e-07,0,0.0132066525,48,48,63431.04261,60942.14372,4,65,150,21,5.146198619,1.455191523e-11
