date,es_equal,es_kernel,relative_improvement_pct,k_eff_kernel,k_eff_equal,weight_sum,history_size
2025-01-24,16156.628526901741,14496.150272975228,10.277380897640359,12.344077953495976,20,1,20
2025-01-25,17179.303373643714,14434.822469437226,15.975507530864368,15.667111956037322,20,1,20
2025-01-26,3050.9602516202758,2349.2509213228182,22.999622165670637,9.7960768023549143,20,1.0000000000000002,20
2025-01-27,3555.9612805969191,3216.8171479777016,9.5373404223987315,9.8005773109897056,20,0.99999999999999967,20
2025-01-28,2947.5966125227951,3867.465611708024,-31.207424899227629,15.634951848861473,20,1,20
2025-01-29,4188.2038943306561,4536.9057339708988,-8.3258085909394577,12.385090651627722,20,1,20
2025-01-30,3623.5508306879947,4114.4177264382379,-13.546571269073201,12.537794564647374,20,1,20
2025-01-31,16589.533802222984,14848.238633688045,10.496347813593216,12.478918849533382,20,1,20
