question,configuration,month,t,interval_start,mean_GF_minus_G0_kwh
3,B,7,33,05:20,0.0
3,B,7,34,05:30,0.0
3,B,7,35,05:40,0.0
3,B,7,36,05:50,0.0
3,B,7,37,06:00,32.741345290322585
3,B,7,38,06:10,51.80529548387096
3,B,7,39,06:20,48.02329103225807
3,B,7,40,06:30,61.908489483870966
3,B,7,41,06:40,30.493596129032266
3,B,7,42,06:50,24.47841683870968
3,B,7,43,07:00,-2.446001225806452
3,B,7,44,07:10,17.728247064516125
3,B,7,45,07:20,26.10314858064517
3,B,7,46,07:30,98.64269829032257
3,B,7,47,07:40,29.16318251612903
3,B,7,48,07:50,3.716318935483871
3,B,7,49,08:00,1.0181383548387097
3,B,7,50,08:10,0.0
3,B,7,51,08:20,0.0
3,B,7,52,08:30,0.0
3,B,7,53,08:40,0.0
3,B,7,54,08:50,0.0
3,B,7,55,09:00,0.0
3,B,7,56,09:10,0.0
3,B,7,57,09:20,3.0079455161290323
3,B,7,58,09:30,5.761897322580645
3,B,7,59,09:40,4.245710935483872
3,B,7,60,09:50,0.0
3,B,7,61,10:00,0.0
3,B,7,62,10:10,1.3038745161290324
3,B,7,63,10:20,0.0
3,B,7,64,10:30,0.0
3,B,7,65,10:40,0.2768423548387098
3,B,7,66,10:50,-27.003896645161294
3,B,7,67,11:00,79.31863003225807
3,B,7,68,11:10,-63.46085635483872
3,B,7,69,11:20,-6.969300967741938
3,B,7,70,11:30,24.222346451612903
3,B,7,71,11:40,89.88961561290321
3,B,7,72,11:50,79.62853951612904
3,B,7,73,12:00,99.85497674193547
3,B,7,74,12:10,60.07598487096773
3,B,7,75,12:20,70.3698053548387
3,B,7,76,12:30,83.53176870967742
3,B,7,77,12:40,142.32022054838708
3,B,7,78,12:50,3.780562064516129
3,B,7,79,13:00,1.5192802903225813
3,B,7,80,13:10,5.4525118064516125
3,B,7,81,13:20,13.893015193548388
3,B,7,82,13:30,11.8366784516129
3,B,7,83,13:40,6.053255161290322
3,B,7,84,13:50,0.5286280645161291
3,B,7,85,14:00,0.0
3,B,7,86,14:10,0.0
3,B,7,87,14:20,0.0
3,B,7,88,14:30,0.0
3,B,7,89,14:40,7.4501690322580645
3,B,7,90,14:50,150.38998116129028
3,B,7,91,15:00,130.69869490322586
3,B,7,92,15:10,133.5353573870968
3,B,7,93,15:20,80.50634622580647
3,B,7,94,15:30,40.005902064516114
3,B,7,95,15:40,30.68047729032258
3,B,7,96,15:50,12.600028612903223
3,B,7,97,16:00,8.022926451612912
3,B,7,98,16:10,8.973158838709677
3,B,7,99,16:20,8.89449577419355
3,B,7,100,16:30,13.07510658064517
3,B,7,101,16:40,2.775043967741931
3,B,7,102,16:50,-1.5705455161290398
3,B,7,103,17:00,0.16267654838709183
3,B,7,104,17:10,-1.2852070967741898
3,B,7,105,17:20,0.6687695806451711
3,B,7,106,17:30,-1.8530428064516125
3,B,7,107,17:40,3.324804741935483
3,B,7,108,17:50,5.310893612903225
3,B,7,109,18:00,-178.37568883870966
3,B,7,110,18:10,-95.34258125806451
3,B,7,111,18:20,-121.48242564516127
3,B,7,112,18:30,-104.84532593548386
3,B,7,113,18:40,-156.93041258064517
3,B,7,114,18:50,-14.106410838709674
3,B,7,115,19:00,-40.64652148387096
3,B,7,116,19:10,-138.54791074193545
3,B,7,117,19:20,-12.185101967741932
3,B,7,118,19:30,-21.84263919354839
3,B,7,119,19:40,-6.832531548387096
3,B,7,120,19:50,-9.103585677419355
3,B,7,121,20:00,-26.777031322580644
3,B,7,122,20:10,-111.03051229032259
3,B,7,123,20:20,-9.523560258064517
3,B,7,124,20:30,-37.65214270967742
3,B,7,125,20:40,-49.8074785483871
3,B,7,126,20:50,-56.976770290322555
3,B,7,127,21:00,-50.26908548387096
3,B,7,128,21:10,-58.378923290322575
3,B,7,129,21:20,-58.96086464516129
3,B,7,130,21:30,-62.330821580645164
3,B,7,131,21:40,-65.61545029032257
3,B,7,132,21:50,-293.11471819354836
3,B,7,133,22:00,-56.00772319354838
3,B,7,134,22:10,-31.679364806451616
3,B,7,135,22:20,-199.434413483871
3,B,7,136,22:30,-139.35556841935488
3,B,7,137,22:40,-28.44386229032258
3,B,7,138,22:50,-369.8032999677419
3,B,7,139,23:00,-31.191754580645153
3,B,7,140,23:10,-27.157595548387096
3,B,7,141,23:20,-356.4558915483871
3,B,7,142,23:30,-128.01613896774194
3,B,7,143,23:40,-23.957415516129032
3,B,7,144,23:50,-17.466311903225805
3,B,8,1,00:00,0.0
3,B,8,2,00:10,0.0
3,B,8,3,00:20,0.0
3,B,8,4,00:30,0.0
3,B,8,5,00:40,0.0
3,B,8,6,00:50,0.0
3,B,8,7,01:00,0.0
3,B,8,8,01:10,0.0
3,B,8,9,01:20,0.0
3,B,8,10,01:30,0.0
3,B,8,11,01:40,0.0
3,B,8,12,01:50,0.0
3,B,8,13,02:00,0.0
3,B,8,14,02:10,0.0
3,B,8,15,02:20,0.0
3,B,8,16,02:30,0.0
3,B,8,17,02:40,0.0
3,B,8,18,02:50,0.0
3,B,8,19,03:00,0.0
3,B,8,20,03:10,0.0
3,B,8,21,03:20,0.0
3,B,8,22,03:30,0.0
3,B,8,23,03:40,0.0
3,B,8,24,03:50,0.0
3,B,8,25,04:00,0.0
3,B,8,26,04:10,0.0
3,B,8,27,04:20,0.0
3,B,8,28,04:30,0.0
3,B,8,29,04:40,0.0
3,B,8,30,04:50,0.0
3,B,8,31,05:00,0.0
3,B,8,32,05:10,0.0
3,B,8,33,05:20,0.0
3,B,8,34,05:30,0.0
3,B,8,35,05:40,0.0
3,B,8,36,05:50,0.0
3,B,8,37,06:00,2.567770741935484
3,B,8,38,06:10,0.7172149999999999
3,B,8,39,06:20,0.0
3,B,8,40,06:30,7.310902322580644
3,B,8,41,06:40,3.8131449677419362
3,B,8,42,06:50,4.946826548387096
3,B,8,43,07:00,2.7062250645161297
3,B,8,44,07:10,-6.688945451612904
3,B,8,45,07:20,-0.43117777419354975
3,B,8,46,07:30,47.55982516129032
3,B,8,47,07:40,4.273406290322581
3,B,8,48,07:50,0.0
3,B,8,49,08:00,0.0
3,B,8,50,08:10,0.0
3,B,8,51,08:20,0.0
3,B,8,52,08:30,0.0
3,B,8,53,08:40,0.0
3,B,8,54,08:50,0.0
3,B,8,55,09:00,0.0
3,B,8,56,09:10,0.0
3,B,8,57,09:20,0.0
3,B,8,58,09:30,0.0
3,B,8,59,09:40,0.0
3,B,8,60,09:50,0.0
3,B,8,61,10:00,0.0
3,B,8,62,10:10,0.0
3,B,8,63,10:20,0.0
3,B,8,64,10:30,0.0
3,B,8,65,10:40,-6.300657903225806
3,B,8,66,10:50,-49.20357822580645
3,B,8,67,11:00,-0.4298587419354742
3,B,8,68,11:10,-60.45846619354839
3,B,8,69,11:20,-74.68460229032259
3,B,8,70,11:30,-56.165834258064514
3,B,8,71,11:40,25.865046677419354
3,B,8,72,11:50,117.4673675483871
3,B,8,73,12:00,116.70010587096773
3,B,8,74,12:10,37.67998893548388
3,B,8,75,12:20,72.33150458064516
3,B,8,76,12:30,143.53256987096773
3,B,8,77,12:40,84.90000758064514
3,B,8,78,12:50,-13.629244225806453
3,B,8,79,13:00,-13.519821612903225
3,B,8,80,13:10,-12.070524741935483
3,B,8,81,13:20,-11.50773735483871
3,B,8,82,13:30,-13.482797322580646
3,B,8,83,13:40,-12.09309206451613
3,B,8,84,13:50,0.0
3,B,8,85,14:00,0.0
3,B,8,86,14:10,0.0
3,B,8,87,14:20,0.0
3,B,8,88,14:30,0.0
3,B,8,89,14:40,-0.14236783870967742
3,B,8,90,14:50,50.98714564516129
3,B,8,91,15:00,84.99613554838707
3,B,8,92,15:10,18.48356470967742
3,B,8,93,15:20,12.922329129032263
3,B,8,94,15:30,-6.614301225806455
3,B,8,95,15:40,6.778622000000003
3,B,8,96,15:50,8.831148193548385
3,B,8,97,16:00,-0.317317354838706
3,B,8,98,16:10,-1.3991816451612984
3,B,8,99,16:20,0.07185948387096401
3,B,8,100,16:30,-7.01472325806452
3,B,8,101,16:40,-9.297551838709674
3,B,8,102,16:50,-17.184561870967745
3,B,8,103,17:00,-16.135279999999995
3,B,8,104,17:10,-16.3297085483871
3,B,8,105,17:20,-12.817054741935484
3,B,8,106,17:30,-10.612670354838711
3,B,8,107,17:40,-5.755367258064518
3,B,8,108,17:50,-2.4201946129032272
3,B,8,109,18:00,-188.5411532903226
3,B,8,110,18:10,-139.7047282580645
3,B,8,111,18:20,-154.60171261290327
3,B,8,112,18:30,-140.68949351612903
3,B,8,113,18:40,-181.3478372903226
3,B,8,114,18:50,-31.107825612903223
3,B,8,115,19:00,-44.38257451612903
3,B,8,116,19:10,-154.06634400000002
3,B,8,117,19:20,-35.06318909677419
3,B,8,118,19:30,-40.235877225806455
3,B,8,119,19:40,-15.982335870967743
3,B,8,120,19:50,-23.14282290322581
3,B,8,121,20:00,-33.66039861290322
3,B,8,122,20:10,-160.58685622580646
3,B,8,123,20:20,-39.8618384516129
3,B,8,124,20:30,-45.30646132258065
3,B,8,125,20:40,-58.60875732258063
3,B,8,126,20:50,-73.8000782903226
3,B,8,127,21:00,-75.28863432258065
3,B,8,128,21:10,-98.92574867741939
3,B,8,129,21:20,-108.06417561290327
3,B,8,130,21:30,-129.03502180645162
3,B,8,131,21:40,-94.73555638709682
3,B,8,132,21:50,-127.23010319354842
3,B,8,133,22:00,-78.54270735483873
3,B,8,134,22:10,-15.621609032258062
3,B,8,135,22:20,-72.41802832258062
3,B,8,136,22:30,-40.224326645161305
3,B,8,137,22:40,-54.986806935483884
3,B,8,138,22:50,-141.807546
3,B,8,139,23:00,-14.785923387096773
3,B,8,140,23:10,-67.81319099999999
3,B,8,141,23:20,-127.6452423870968
3,B,8,142,23:30,-96.0523043548387
3,B,8,143,23:40,-5.167436290322583
3,B,8,144,23:50,-2.6834166774193515
3,B,9,1,00:00,0.0
3,B,9,2,00:10,0.0
3,B,9,3,00:20,0.0
3,B,9,4,00:30,0.0
3,B,9,5,00:40,0.0
3,B,9,6,00:50,0.0
3,B,9,7,01:00,0.0
3,B,9,8,01:10,0.0
3,B,9,9,01:20,0.0
3,B,9,10,01:30,0.0
3,B,9,11,01:40,0.0
3,B,9,12,01:50,0.0
3,B,9,13,02:00,0.0
3,B,9,14,02:10,0.0
3,B,9,15,02:20,0.0
3,B,9,16,02:30,0.0
3,B,9,17,02:40,0.0
3,B,9,18,02:50,0.0
3,B,9,19,03:00,0.0
3,B,9,20,03:10,0.0
3,B,9,21,03:20,0.0
3,B,9,22,03:30,0.0
3,B,9,23,03:40,0.0
3,B,9,24,03:50,0.0
3,B,9,25,04:00,0.0
3,B,9,26,04:10,0.0
3,B,9,27,04:20,0.0
3,B,9,28,04:30,0.0
3,B,9,29,04:40,0.0
3,B,9,30,04:50,0.0
3,B,9,31,05:00,0.0
3,B,9,32,05:10,0.0
3,B,9,33,05:20,0.0
3,B,9,34,05:30,0.0
3,B,9,35,05:40,0.0
3,B,9,36,05:50,0.0
3,B,9,37,06:00,5.1490307
3,B,9,38,06:10,6.3779115
3,B,9,39,06:20,6.7666956
3,B,9,40,06:30,20.410906166666663
3,B,9,41,06:40,172.2685330666667
3,B,9,42,06:50,165.93872900000002
3,B,9,43,07:00,127.3573831
3,B,9,44,07:10,113.83244499999999
3,B,9,45,07:20,84.47299243333333
3,B,9,46,07:30,270.11390126666663
3,B,9,47,07:40,45.102671066666666
3,B,9,48,07:50,0.0
3,B,9,49,08:00,0.0
3,B,9,50,08:10,0.0
3,B,9,51,08:20,0.0
3,B,9,52,08:30,0.0
3,B,9,53,08:40,0.0
3,B,9,54,08:50,0.0
3,B,9,55,09:00,0.0
3,B,9,56,09:10,0.0
3,B,9,57,09:20,0.0
3,B,9,58,09:30,0.0
3,B,9,59,09:40,0.0
3,B,9,60,09:50,0.0
3,B,9,61,10:00,0.0
3,B,9,62,10:10,0.0
3,B,9,63,10:20,0.0
3,B,9,64,10:30,0.0
3,B,9,65,10:40,-3.1312924333333334
3,B,9,66,10:50,-4.5376292
3,B,9,67,11:00,-77.0618726
3,B,9,68,11:10,-20.115806666666668
3,B,9,69,11:20,-80.743039
3,B,9,70,11:30,-87.41292053333333
3,B,9,71,11:40,-85.46196136666667
3,B,9,72,11:50,-99.63927389999999
3,B,9,73,12:00,-67.33711153333334
3,B,9,74,12:10,-108.41480223333335
3,B,9,75,12:20,-77.37913083333333
3,B,9,76,12:30,-47.45993966666667
3,B,9,77,12:40,11.235596366666666
3,B,9,78,12:50,0.0
3,B,9,79,13:00,0.0
3,B,9,80,13:10,0.0
3,B,9,81,13:20,0.0
3,B,9,82,13:30,-4.0341577
3,B,9,83,13:40,-1.2338094
3,B,9,84,13:50,0.0
3,B,9,85,14:00,0.0
3,B,9,86,14:10,0.0
3,B,9,87,14:20,0.0
3,B,9,88,14:30,0.0
3,B,9,89,14:40,0.0
3,B,9,90,14:50,-160.44059016666662
3,B,9,91,15:00,-157.28961636666665
3,B,9,92,15:10,-153.64320966666668
3,B,9,93,15:20,-89.52128769999999
3,B,9,94,15:30,-46.27335996666667
3,B,9,95,15:40,-52.43064606666667
3,B,9,96,15:50,-47.618083799999994
3,B,9,97,16:00,-60.09904899999999
3,B,9,98,16:10,-61.02232613333335
3,B,9,99,16:20,-52.14919873333336
3,B,9,100,16:30,-49.78322270000001
3,B,9,101,16:40,-54.190525166666674
3,B,9,102,16:50,-52.31758123333335
3,B,9,103,17:00,-43.39403713333333
3,B,9,104,17:10,-42.404559600000006
3,B,9,105,17:20,-32.7114728
3,B,9,106,17:30,-21.640078666666675
3,B,9,107,17:40,-10.814200866666665
3,B,9,108,17:50,1.8813275333333308
3,B,9,109,18:00,-110.08354416666664
3,B,9,110,18:10,-71.60332270000002
3,B,9,111,18:20,-60.693440366666664
3,B,9,112,18:30,-61.36044303333335
3,B,9,113,18:40,-69.3035812
3,B,9,114,18:50,36.925158733333326
3,B,9,115,19:00,-15.509606433333333
3,B,9,116,19:10,10.340929099999999
3,B,9,117,19:20,-11.512143433333334
3,B,9,118,19:30,-19.5058403
3,B,9,119,19:40,12.6625922
3,B,9,120,19:50,-2.1583582999999984
3,B,9,121,20:00,-8.464629666666669
3,B,9,122,20:10,-31.63578723333333
3,B,9,123,20:20,-15.031058833333335
3,B,9,124,20:30,-11.0963552
3,B,9,125,20:40,-43.302374266666675
3,B,9,126,20:50,-47.28024756666668
3,B,9,127,21:00,-39.8811475
3,B,9,128,21:10,-43.374988266666676
3,B,9,129,21:20,-39.995269099999994
3,B,9,130,21:30,-53.16854336666667
3,B,9,131,21:40,-20.36639023333333
3,B,9,132,21:50,-23.299486466666664
3,B,9,133,22:00,-25.34420283333333
3,B,9,134,22:10,-2.206845500000001
3,B,9,135,22:20,-12.905328233333327
3,B,9,136,22:30,-17.515500499999998
3,B,9,137,22:40,-24.457676066666668
3,B,9,138,22:50,-25.10031146666667
3,B,9,139,23:00,-13.655802900000003
3,B,9,140,23:10,-30.359220599999997
3,B,9,141,23:20,-25.84408193333335
3,B,9,142,23:30,-26.96111509999999
3,B,9,143,23:40,-1.8855644333333355
3,B,9,144,23:50,-1.5917865333333339
3,B,10,1,00:00,0.0
3,B,10,2,00:10,0.0
3,B,10,3,00:20,0.0
3,B,10,4,00:30,0.0
3,B,10,5,00:40,0.0
3,B,10,6,00:50,0.0
3,B,10,7,01:00,0.0
3,B,10,8,01:10,0.0
3,B,10,9,01:20,0.0
3,B,10,10,01:30,0.0
3,B,10,11,01:40,0.0
3,B,10,12,01:50,0.0
3,B,10,13,02:00,0.0
3,B,10,14,02:10,0.0
3,B,10,15,02:20,0.0
3,B,10,16,02:30,0.0
3,B,10,17,02:40,0.0
3,B,10,18,02:50,0.0
3,B,10,19,03:00,0.0
3,B,10,20,03:10,0.0
3,B,10,21,03:20,0.0
3,B,10,22,03:30,0.0
3,B,10,23,03:40,0.0
3,B,10,24,03:50,0.0
3,B,10,25,04:00,0.0
3,B,10,26,04:10,0.0
3,B,10,27,04:20,0.0
3,B,10,28,04:30,0.0
3,B,10,29,04:40,0.0
3,B,10,30,04:50,0.0
3,B,10,31,05:00,0.0
3,B,10,32,05:10,0.0
3,B,10,33,05:20,0.0
3,B,10,34,05:30,0.0
3,B,10,35,05:40,0.0
3,B,10,36,05:50,0.0
3,B,10,37,06:00,0.14973680645161289
3,B,10,38,06:10,-1.3798865806451608
3,B,10,39,06:20,-20.95094629032258
3,B,10,40,06:30,21.759948322580655
3,B,10,41,06:40,-32.99227358064517
3,B,10,42,06:50,-12.896843129032257
3,B,10,43,07:00,-1.81094132258064
3,B,10,44,07:10,-20.816388838709678
3,B,10,45,07:20,-1.2310823225806482
3,B,10,46,07:30,-26.614984903225803
3,B,10,47,07:40,0.18319277419354948
3,B,10,48,07:50,0.0
3,B,10,49,08:00,0.0
3,B,10,50,08:10,0.0
3,B,10,51,08:20,0.0
3,B,10,52,08:30,0.0
3,B,10,53,08:40,0.0
3,B,10,54,08:50,0.0
3,B,10,55,09:00,0.0
3,B,10,56,09:10,0.0
3,B,10,57,09:20,0.0
3,B,10,58,09:30,0.0
3,B,10,59,09:40,0.0
3,B,10,60,09:50,0.0
3,B,10,61,10:00,0.0
3,B,10,62,10:10,0.0
3,B,10,63,10:20,0.0
3,B,10,64,10:30,0.0
3,B,10,65,10:40,-5.883343516129032
3,B,10,66,10:50,-96.47343012903227
3,B,10,67,11:00,-224.06146377419353
3,B,10,68,11:10,-94.78102116129033
3,B,10,69,11:20,-172.0633550967742
3,B,10,70,11:30,-211.85565045161295
3,B,10,71,11:40,-172.95659996774194
3,B,10,72,11:50,-86.91197709677417
3,B,10,73,12:00,-59.26340080645163
3,B,10,74,12:10,-126.5347386451613
3,B,10,75,12:20,-92.34485977419355
3,B,10,76,12:30,-62.03493351612904
3,B,10,77,12:40,23.058734612903226
3,B,10,78,12:50,-2.805940580645161
3,B,10,79,13:00,-3.8085544516129035
3,B,10,80,13:10,-3.444488516129032
3,B,10,81,13:20,-3.0850372580645162
3,B,10,82,13:30,-13.618552612903228
3,B,10,83,13:40,-1.5628304516129032
3,B,10,84,13:50,0.0
3,B,10,85,14:00,0.0
3,B,10,86,14:10,0.0
3,B,10,87,14:20,0.0
3,B,10,88,14:30,0.0
3,B,10,89,14:40,0.0
3,B,10,90,14:50,-238.79386299999996
3,B,10,91,15:00,-199.3448160967742
3,B,10,92,15:10,-240.06155696774198
3,B,10,93,15:20,-137.00769058064517
3,B,10,94,15:30,-91.71146974193549
3,B,10,95,15:40,-82.41126558064518
3,B,10,96,15:50,-91.80446025806452
3,B,10,97,16:00,-97.76212380645163
3,B,10,98,16:10,-85.79345941935483
3,B,10,99,16:20,-72.45514470967743
3,B,10,100,16:30,-54.6813255483871
3,B,10,101,16:40,-50.857150000000004
3,B,10,102,16:50,-43.499036612903225
3,B,10,103,17:00,-39.19613954838709
3,B,10,104,17:10,-29.122423096774195
3,B,10,105,17:20,-18.943780354838708
3,B,10,106,17:30,-8.42784180645161
3,B,10,107,17:40,-5.406326193548385
3,B,10,108,17:50,0.0
3,B,10,109,18:00,0.3976301935483863
3,B,10,110,18:10,8.826014161290313
3,B,10,111,18:20,10.022415258064516
3,B,10,112,18:30,4.946074129032259
3,B,10,113,18:40,-51.322564161290316
3,B,10,114,18:50,41.403003258064516
3,B,10,115,19:00,-2.823495387096774
3,B,10,116,19:10,87.45191796774193
3,B,10,117,19:20,-0.6276344193548387
3,B,10,118,19:30,-0.915594612903226
3,B,10,119,19:40,9.223961774193548
3,B,10,120,19:50,-0.9509677419354838
3,B,10,121,20:00,-0.9025389032258063
3,B,10,122,20:10,59.57288638709677
3,B,10,123,20:20,-2.119139774193548
3,B,10,124,20:30,-2.7185310967741936
3,B,10,125,20:40,23.16325290322581
3,B,10,126,20:50,-30.973686322580647
3,B,10,127,21:00,-23.912916354838707
3,B,10,128,21:10,-25.06193103225806
3,B,10,129,21:20,-30.233499709677417
3,B,10,130,21:30,-42.3124278064516
3,B,10,131,21:40,-7.739147258064518
3,B,10,132,21:50,0.0
3,B,10,133,22:00,-0.8861624193548323
3,B,10,134,22:10,0.0
3,B,10,135,22:20,0.0
3,B,10,136,22:30,0.0
3,B,10,137,22:40,0.0
3,B,10,138,22:50,0.0
3,B,10,139,23:00,0.0
3,B,10,140,23:10,0.0
3,B,10,141,23:20,0.0
3,B,10,142,23:30,0.0
3,B,10,143,23:40,0.0
3,B,10,144,23:50,0.0
3,B,11,1,00:00,0.0
3,B,11,2,00:10,0.0
3,B,11,3,00:20,0.0
3,B,11,4,00:30,0.0
3,B,11,5,00:40,0.0
3,B,11,6,00:50,0.0
3,B,11,7,01:00,0.0
3,B,11,8,01:10,0.0
3,B,11,9,01:20,0.0
3,B,11,10,01:30,0.0
3,B,11,11,01:40,0.0
3,B,11,12,01:50,0.0
3,B,11,13,02:00,0.0
3,B,11,14,02:10,0.0
3,B,11,15,02:20,0.0
3,B,11,16,02:30,0.0
3,B,11,17,02:40,0.0
3,B,11,18,02:50,0.0
3,B,11,19,03:00,0.0
3,B,11,20,03:10,0.0
3,B,11,21,03:20,0.0
3,B,11,22,03:30,0.0
3,B,11,23,03:40,0.0
3,B,11,24,03:50,0.0
3,B,11,25,04:00,0.0
3,B,11,26,04:10,0.0
3,B,11,27,04:20,0.0
3,B,11,28,04:30,0.0
3,B,11,29,04:40,0.0
3,B,11,30,04:50,0.0
3,B,11,31,05:00,0.0
3,B,11,32,05:10,0.0
3,B,11,33,05:20,0.0
3,B,11,34,05:30,0.0
3,B,11,35,05:40,0.0
3,B,11,36,05:50,0.0
3,B,11,37,06:00,10.9342873
3,B,11,38,06:10,57.97346373333333
3,B,11,39,06:20,115.06024329999997
3,B,11,40,06:30,24.42855146666667
3,B,11,41,06:40,8.335943933333336
3,B,11,42,06:50,19.532527800000004
3,B,11,43,07:00,23.603032566666663
3,B,11,44,07:10,26.999533333333332
3,B,11,45,07:20,64.29286053333333
3,B,11,46,07:30,34.785165366666675
3,B,11,47,07:40,27.410808799999995
3,B,11,48,07:50,30.75389416666667
3,B,11,49,08:00,20.888962133333333
3,B,11,50,08:10,5.576862
3,B,11,51,08:20,1.8029451666666667
3,B,11,52,08:30,0.0
3,B,11,53,08:40,0.0
3,B,11,54,08:50,0.0
3,B,11,55,09:00,0.0
3,B,11,56,09:10,0.0
3,B,11,57,09:20,0.0
3,B,11,58,09:30,-0.7557358666666675
3,B,11,59,09:40,-0.41733203333333413
3,B,11,60,09:50,0.0
3,B,11,61,10:00,0.0
3,B,11,62,10:10,-6.730988833333333
3,B,11,63,10:20,-4.460747833333333
3,B,11,64,10:30,0.0
3,B,11,65,10:40,-12.2384953
3,B,11,66,10:50,-64.29618529999999
3,B,11,67,11:00,-97.99942193333332
3,B,11,68,11:10,-163.71215223333334
3,B,11,69,11:20,-143.7513116666667
3,B,11,70,11:30,-109.38085406666666
3,B,11,71,11:40,-107.71694053333333
3,B,11,72,11:50,-117.48847996666667
3,B,11,73,12:00,-122.18393583333334
3,B,11,74,12:10,-158.33697776666665
3,B,11,75,12:20,-104.74237153333333
3,B,11,76,12:30,-103.05311203333329
3,B,11,77,12:40,-3.9146431
3,B,11,78,12:50,-17.362368866666667
3,B,11,79,13:00,-17.780261433333333
3,B,11,80,13:10,-26.2754453
3,B,11,81,13:20,-38.03090653333333
3,B,11,82,13:30,-57.34166106666667
3,B,11,83,13:40,-33.316895333333335
3,B,11,84,13:50,0.0
3,B,11,85,14:00,0.0
3,B,11,86,14:10,0.0
3,B,11,87,14:20,0.0
3,B,11,88,14:30,0.0
3,B,11,89,14:40,-6.0626062
3,B,11,90,14:50,-202.57998950000004
3,B,11,91,15:00,-96.74701053333335
3,B,11,92,15:10,-323.66607100000004
3,B,11,93,15:20,-308.1819129666667
3,B,11,94,15:30,-148.02276853333333
3,B,11,95,15:40,-88.79266866666667
3,B,11,96,15:50,-91.3585935
3,B,11,97,16:00,-88.54352003333337
3,B,11,98,16:10,-86.88060476666666
3,B,11,99,16:20,-78.8118445
3,B,11,100,16:30,-73.00556133333333
3,B,11,101,16:40,-79.5520956333333
3,B,11,102,16:50,-73.1992037
3,B,11,103,17:00,-44.72753866666665
3,B,11,104,17:10,-20.725307966666666
3,B,11,105,17:20,-4.111869299999995
3,B,11,106,17:30,-4.152059933333342
3,B,11,107,17:40,-0.5208589999999977
3,B,11,108,17:50,0.0
3,B,11,109,18:00,74.62675619999999
3,B,11,110,18:10,97.19085166666669
3,B,11,111,18:20,65.96300736666667
3,B,11,112,18:30,79.63677226666665
3,B,11,113,18:40,35.92440036666665
3,B,11,114,18:50,156.33077813333333
3,B,11,115,19:00,0.0
3,B,11,116,19:10,266.8783238666667
3,B,11,117,19:20,0.0
3,B,11,118,19:30,0.0
3,B,11,119,19:40,32.954157900000006
3,B,11,120,19:50,0.0
3,B,11,121,20:00,0.0
3,B,11,122,20:10,311.6481531666667
3,B,11,123,20:20,0.0
3,B,11,124,20:30,0.0
3,B,11,125,20:40,95.27971539999999
3,B,11,126,20:50,3.118417733333335
3,B,11,127,21:00,0.1426687333333348
3,B,11,128,21:10,0.0
3,B,11,129,21:20,0.6133965333333341
3,B,11,130,21:30,3.3022967333333306
3,B,11,131,21:40,0.0007778333333343805
3,B,11,132,21:50,0.0
3,B,11,133,22:00,0.0
3,B,11,134,22:10,0.0
3,B,11,135,22:20,0.0
3,B,11,136,22:30,0.0
3,B,11,137,22:40,0.0
3,B,11,138,22:50,0.0
3,B,11,139,23:00,0.0
3,B,11,140,23:10,0.0
3,B,11,141,23:20,0.0
3,B,11,142,23:30,0.0
3,B,11,143,23:40,0.0
3,B,11,144,23:50,0.0
3,B,12,1,00:00,0.0
3,B,12,2,00:10,0.0
3,B,12,3,00:20,0.0
3,B,12,4,00:30,0.0
3,B,12,5,00:40,0.0
3,B,12,6,00:50,0.0
3,B,12,7,01:00,0.0
3,B,12,8,01:10,0.0
3,B,12,9,01:20,0.0
3,B,12,10,01:30,0.0
3,B,12,11,01:40,0.0
3,B,12,12,01:50,0.0
3,B,12,13,02:00,0.0
3,B,12,14,02:10,0.0
3,B,12,15,02:20,0.0
3,B,12,16,02:30,0.0
3,B,12,17,02:40,0.0
3,B,12,18,02:50,0.0
3,B,12,19,03:00,0.0
3,B,12,20,03:10,0.0
3,B,12,21,03:20,0.0
3,B,12,22,03:30,0.0
3,B,12,23,03:40,0.0
3,B,12,24,03:50,0.0
3,B,12,25,04:00,0.0
3,B,12,26,04:10,0.0
3,B,12,27,04:20,0.0
3,B,12,28,04:30,0.0
3,B,12,29,04:40,0.0
3,B,12,30,04:50,0.0
3,B,12,31,05:00,0.0
3,B,12,32,05:10,0.0
3,B,12,33,05:20,0.0
3,B,12,34,05:30,0.0
3,B,12,35,05:40,0.0
3,B,12,36,05:50,0.0
3,B,12,37,06:00,113.8057076451613
3,B,12,38,06:10,-9.088969677419358
3,B,12,39,06:20,-11.036705741935487
3,B,12,40,06:30,2.673980870967739
3,B,12,41,06:40,-3.8297610000000026
3,B,12,42,06:50,-26.68559496774194
3,B,12,43,07:00,-30.938392548387103
3,B,12,44,07:10,12.260896258064507
3,B,12,45,07:20,133.5600633548387
3,B,12,46,07:30,-4.403334838709687
3,B,12,47,07:40,17.298328064516124
3,B,12,48,07:50,33.28244870967742
3,B,12,49,08:00,38.289702806451615
3,B,12,50,08:10,31.99801574193548
3,B,12,51,08:20,20.059606774193547
3,B,12,52,08:30,13.071170967741933
3,B,12,53,08:40,1.9560530967741936
3,B,12,54,08:50,0.0
3,B,12,55,09:00,0.0
3,B,12,56,09:10,-25.724049258064515
3,B,12,57,09:20,8.910187870967741
3,B,12,58,09:30,18.53348119354839
3,B,12,59,09:40,28.93697438709678
3,B,12,60,09:50,-6.513582451612903
3,B,12,61,10:00,-9.472029258064515
