date,question,configuration,normal_plus_adjust_yuan,emergency_kwh,charge_kwh,discharge_kwh,soc_0000_kwh,soc_2400_kwh,absolute_adjustment_kwh
2025-03-12,3,A,57522.14506,0.0,9302.318593,8041.185365999999,9068.901539,8506.337867,2359.116078
2025-03-13,3,A,63076.931328,0.0,8744.917078,6398.580343,8506.337867,9267.229523,7591.073688999999
2025-03-14,3,A,29926.777546,288.535805,14132.619795999999,12569.035533,9267.229523,8020.992303,3341.213163
2025-03-15,3,A,32975.163868,25.447277,13442.276351999999,12108.201201,8020.992303,6665.484129,5457.744322
2025-03-16,3,A,63298.176243,0.0,10574.737223999999,8171.735026,6665.484129,7103.042045,7487.222889
2025-03-17,3,A,55518.985234,0.0,10408.442444,5929.712075000001,7103.042045,9882.071271,5231.820731
2025-03-18,3,A,59178.474443,0.0,9746.993917,11487.672426000001,9882.071271,5890.285322,9054.159877999999
2025-03-19,3,A,58786.885853,0.0,11563.273451000003,6646.806821,5890.285322,8911.890517,6220.919697999999
2025-03-20,3,A,55261.737837,392.231219,8971.463507,9051.694333,8911.890517,6928.769525,5523.861860999999
2025-03-21,3,A,29869.734485,344.163132,15336.031209,10969.832577000001,6928.769525,8542.494752,2385.882627
2025-03-22,3,A,30368.319877,67.57045,14621.377101999999,10081.699881,8542.494752,10499.845388,1157.585753
