date,question,configuration,normal_plus_adjust_yuan,emergency_kwh,charge_kwh,discharge_kwh,soc_0000_kwh,soc_2400_kwh,absolute_adjustment_kwh
2025-02-21,4-3,A,29686.79694,0.0,15703.546436999999,8895.613115999999,5306.513412,9555.690632,3567.200203
2025-02-22,4-3,A,31078.044482,20.412821,15843.339989,13083.333329,9555.690632,9277.659589,3007.344136
2025-02-23,4-3,A,71400.469579,0.0,10010.718018000001,9985.114695,9277.659589,7192.733921,7522.63419
2025-02-24,4-3,A,66339.630284,0.0,9675.730056999999,9461.233398,7192.733921,5388.409421,8162.35871
2025-02-25,4-3,A,70318.709261,0.0,12021.033055,10785.3301,5388.409421,4223.63906,7651.677407000001
2025-02-26,4-3,A,70318.054985,0.0,11633.170828000002,3924.387576,4223.63906,10333.062165,7518.939897
2025-02-27,4-3,A,65923.310993,0.0,11482.508335999999,16026.127431,10333.062165,2860.511411,12360.565712
2025-02-28,4-3,A,28154.121483,59.270926,15844.631625,9242.143074,2860.511411,6851.632012,4560.637457
2025-03-01,4-3,A,25051.511048,541.6793110000001,14927.214367999999,14820.327615999999,6851.632012,3819.094259,6907.493046
2025-03-02,4-3,A,69692.152731,0.0,8249.529807,6548.805619,3819.094259,3967.220397,10557.094507999998
2025-03-03,4-3,A,66195.272308,0.0,6614.111450999999,7613.519516,3967.220397,1460.454573,13105.493352999998
2025-03-04,4-3,A,64810.84863,0.0,8233.254824,3733.542648,1460.454573,4722.003195,6371.049182999999
2025-03-05,4-3,A,64376.570986,0.0,10348.967599000001,7505.7274210000005,4722.003195,5696.376899,7393.886336000001
2025-03-06,4-3,A,62357.648058,0.0,7601.476797,4882.257288000001,5696.376899,7112.975697,3681.8802330000003
2025-03-07,4-3,A,24962.698157,83.793136,12862.640404000002,10142.001702999998,7112.975697,7420.461279,3796.828154
2025-03-08,4-3,A,24728.868295,736.9009550000001,13921.613496,10037.73429,7420.461279,8796.875326,3151.4192759999996
2025-03-09,4-3,A,60106.148207,0.0,9511.022992999999,5901.116418,8796.875326,10800.0,5670.572128
2025-03-10,4-3,A,63099.06654,0.0,6331.801517999999,8645.905825,10800.0,6892.059337,5065.190036000001
2025-03-11,4-3,A,66351.039506,14.227907,11995.786897000002,7736.624359,6892.059337,9092.018257,8054.531746
2025-03-12,4-3,A,58575.764674,0.0,9137.058018,6150.912542,9092.018257,10481.023204,2507.3385599999997
2025-03-13,4-3,A,64291.279442,0.0,8132.021858,7480.778487,10481.023204,9487.86678,8042.289488999999
2025-03-14,4-3,A,24558.157893,290.377563,14164.537584,13516.458228999998,9487.86678,7217.663683,2863.8572799999997
2025-03-15,4-3,A,26969.109145,31.437448,12984.40852,11258.841031,7217.663683,6393.807981,5495.0396789999995
2025-03-16,4-3,A,65059.942347,0.0,10910.877454,6861.388044,6393.807981,8589.833196,7925.866464
2025-03-17,4-3,A,55685.495646,0.0,10093.509694,7088.500852,8589.833196,9797.879863,4942.807258
2025-03-18,4-3,A,59815.013154,0.0,10028.704384,12226.98157,9797.879863,5238.178729,9391.44429
2025-03-19,4-3,A,58992.664757,7.182804,11433.823525000002,6001.25841,5238.178729,8860.555001,6131.104133999999
2025-03-20,4-3,A,55489.546098,0.0,7990.037183,7715.8623259999995,8860.555001,7478.408104,5030.848330000001
2025-03-21,4-3,A,24151.311447,177.464657,15617.325392,11018.712916999999,7478.408104,9290.986603,1915.905345
2025-03-22,4-3,A,24353.933058,219.746812,14451.388826,10629.229879,9290.986603,10486.981125,1210.3692890000002
2025-03-23,4-3,A,58987.054283,0.0,11491.505057,9745.448498,10486.981125,10001.059566,5614.778512
2025-03-24,4-3,A,59317.676971,0.0,12082.724908000002,10967.014039999998,10001.059566,8689.940828,5745.907441000001
2025-03-25,4-3,A,56276.203747,0.0,8685.673136,8887.994858000002,8689.940828,6631.496809,8267.784848
2025-03-26,4-3,A,57671.231505,16.784618000000002,12550.254436,9583.966756,6631.496809,7277.87385,6020.080302
2025-03-27,4-3,A,59610.732377,0.0,12122.00307,8751.546907,7277.87385,8463.735604,5278.785286
2025-03-28,4-3,A,23418.13073,392.62552200000005,13394.045917,11582.617198999998,8463.735604,7648.802264,4080.584269
2025-03-29,4-3,A,23132.32691,269.30717100000004,15138.826065,12194.742461,7648.802264,7724.031877,4069.247621
2025-03-30,4-3,A,55567.689505,0.0,12703.339033999999,8372.374266,7724.031877,9854.398933,4350.0672540000005
2025-03-31,4-3,A,63874.7829,23.019415,14823.932082,14513.823747999999,9854.398933,7069.466977,12557.973377999999
2025-04-01,4-3,A,64279.157729,0.0,12302.231029999999,7184.850453999999,7069.466977,10158.307734,11723.610003000002
2025-04-02,4-3,A,59988.99373,0.0,10909.451499,10084.268186,10158.307734,8772.071653,10869.033277
2025-04-03,4-3,A,56505.600677,0.0,12556.554416,11623.118045000001,8772.071653,7158.395021,4958.517647000001
2025-04-04,4-3,A,22989.54135,449.21288300000003,14310.152677,8488.656132,7158.395021,10605.692285,2133.5701469999995
2025-04-05,4-3,A,23134.172757,67.892534,12570.823767000002,11195.256248,10605.692285,9480.260069,2479.0434860000005
2025-04-06,4-3,A,54371.575337,0.0,11903.977199999998,9860.69224,9480.260069,9237.514838,4655.963851
2025-04-07,4-3,A,59914.908811,112.28122599999999,15084.009306000002,11485.725745,9237.514838,10051.205719,9495.251360999999
2025-04-08,4-3,A,54311.41503,93.08302,12771.814101,10684.122543999998,10051.205719,9674.591138,3330.9211719999994
2025-04-09,4-3,A,59387.450109,0.0,11723.599667,10357.987933999999,9674.591138,8716.955355,8010.480535000001
2025-04-10,4-3,A,55849.178273,0.0,14289.249952000002,15683.164466000002,8716.955355,4151.542015,9347.081276
2025-04-11,4-3,A,22970.320155,383.86467799999997,14196.044214000003,7343.140725,4151.542015,8768.936558,2734.6640110000003
2025-04-12,4-3,A,24078.339737,15.648217,13366.545054,10238.400553,8768.936558,9422.826492,2659.572795
2025-04-13,4-3,A,53905.055973,179.61804,12230.764951000001,10562.882012999999,9422.826492,8693.979379,6770.441325000001
2025-04-14,4-3,A,52428.471314,116.277267,12568.674103,10010.416957999998,8693.979379,8883.100564,4503.6494299999995
2025-04-15,4-3,A,59212.123873,1.266115,17551.388751000002,12956.114814,8883.100564,10283.667313,9382.909582
2025-04-16,4-3,A,59575.331372,0.0,12930.968502999998,11474.313565999999,10283.667313,9172.30167,7837.313925999999
2025-04-17,4-3,A,56213.557933,54.928968999999995,13359.685244,13365.275418,9172.30167,6345.712369,9279.762474
2025-04-18,4-3,A,23783.914274,156.868767,16298.862103,9214.702608,6345.712369,10776.129808,3083.622111
2025-04-19,4-3,A,22239.064262,91.829144,15343.333601000002,16747.525397,10776.129808,5976.768497,5810.106025000001
2025-04-20,4-3,A,52751.096308,58.35964,13523.067139,12168.288058,5976.768497,4627.208857,10746.854491
2025-04-21,4-3,A,50390.369221,0.0,13633.771359999999,9189.738854,4627.208857,6686.782132,6542.757620999999
2025-04-22,4-3,A,56593.011728,104.476752,14503.965508,10228.619607999999,6686.782132,8375.21819,7958.6204640000005
2025-04-23,4-3,A,54574.363064,6.511117,14324.745423000002,11926.068979,8375.21819,8016.301317,8599.840529
2025-04-24,4-3,A,51128.194932,1.838052,13942.902236,12183.28986,8016.301317,7027.924598,7549.736694000001
2025-04-25,4-3,A,21904.141969,0.0,15828.85948,11521.274462999998,7027.924598,8472.482061,3460.3949359999997
2025-04-26,4-3,A,21347.768197,106.378085,13223.35737,10956.702386999998,8472.482061,8199.389928,4264.024753
2025-04-27,4-3,A,51927.52947,34.606407,13273.62402,11872.389395000002,8199.389928,6954.107774,5359.095453000002
2025-04-28,4-3,A,58737.814894,0.0,11488.568848,8646.761348999999,6954.107774,7686.307129,8784.432368
2025-04-29,4-3,A,52666.85906,0.0,16178.186211,11939.155542,7686.307129,8980.946338,6720.408356
2025-04-30,4-3,A,50569.701491,29.905554,15171.458745,15845.560416999999,8980.946338,5029.080967,11898.207301999999
2025-05-01,4-3,A,51443.019105,83.877841,13296.799385,9056.498908,5029.080967,6933.423848,3866.4296309999995
2025-05-02,4-3,A,24403.172771,51.915060999999994,11841.348634000002,13313.814143,6933.423848,2797.510792,7055.825894
2025-05-03,4-3,A,23717.234342,125.221374,13377.899764999998,10315.132795,2797.510792,3376.361918,6706.038915000001
2025-05-04,4-3,A,56230.445074,0.0,15549.980158999999,8157.0368530000005,3376.361918,8307.96978,6759.206271999999
2025-05-05,4-3,A,53165.849882,7.769552,12214.549284,14986.833467,8307.96978,2649.02695,5963.367615000001
2025-05-06,4-3,A,56688.197509,144.051392,14398.281287,9050.757287999999,2649.02695,5551.083122,10167.929027
2025-05-07,4-3,A,55807.748247,79.299318,12247.074348999999,11119.482017,5551.083122,4218.470017,7656.02287
2025-05-08,4-3,A,58553.116204,0.0,12730.021415,8245.815043999999,4218.470017,6513.472575,10016.120397
2025-05-09,4-3,A,24968.614917,34.059817,15440.239263,9492.517,6513.472575,9862.446801,3080.626155
2025-05-10,4-3,A,28583.928687,64.121505,14088.607648,10951.601441,9862.446801,10373.747642,6134.759327
2025-05-11,4-3,A,62227.967708,0.0,14273.608288,11949.04259,10373.747642,9943.281111,9522.324438
2025-05-12,4-3,A,62184.379572,7.491062,16422.990883,14347.131217,9943.281111,8782.715998,13397.492293000001
2025-05-13,4-3,A,57942.428302,0.0,13527.687683,11509.859038000002,8782.715998,8168.902647,10315.026415
2025-05-14,4-3,A,57913.632905,25.715057,15226.318163000002,12030.867246,8168.902647,8504.958719,8583.422332
2025-05-15,4-3,A,61105.212147,0.0,16584.305693000002,13483.907743000002,8504.958719,8448.714128,9480.333651
2025-05-16,4-3,A,24914.307124,19.605106,15171.938969,12159.802495,8448.714128,8592.567539,3067.66384
2025-05-17,4-3,A,26631.249828,72.988408,14129.444915000002,12631.245228,8592.567539,7274.351041,6859.7693150000005
2025-05-18,4-3,A,58328.591849,0.0,14239.496281,9084.385393,7274.351041,9996.136149,6864.487717999999
2025-05-19,4-3,A,56508.101231,0.0,17364.599092,15066.763085,9996.136149,8883.42746,8941.651462
2025-05-20,4-3,A,60204.774571,0.0,14507.074787,12940.811163999999,8883.42746,7561.115696,10869.513521
2025-05-21,4-3,A,58472.546643,39.42698,16115.680798000001,11779.017945000003,7561.115696,8977.430696,9301.659367
2025-05-22,4-3,A,53247.210557,11.283521,13762.450555000001,11759.77069,8977.430696,8297.224318,4337.483595
2025-05-23,4-3,A,26382.556125,119.28227600000001,14499.726096,11739.577951000001,8297.224318,8303.002301,6068.417686
2025-05-24,4-3,A,24701.321417,3.28,14242.024403000001,10982.358309,8303.002301,8918.20392,3752.6905290000004
2025-05-25,4-3,A,57437.931619,0.0,17652.563222999997,13158.035006,8918.20392,10185.471925,8499.928182
2025-05-26,4-3,A,54349.604199,5.015337,11882.768933000001,11224.446539,10185.471925,8408.356699,5465.407527
2025-05-27,4-3,A,62392.458527,0.0,18145.14431,15072.087878000002,8408.356699,7992.22227,14488.469986
2025-05-28,4-3,A,55799.913781,0.0,13509.683734,9848.393022,7992.22227,9208.278719,8044.952464999999
2025-05-29,4-3,A,58822.644534,0.0,13601.211190999999,11042.807373,9208.278719,9179.582821,7719.767539999999
2025-05-30,4-3,A,24401.749549,0.0,12767.304266,13243.704815000001,9179.582821,5954.929087,4628.640718000001
2025-05-31,4-3,A,26055.225356,61.014517,15077.194713,10073.171839999997,5954.929087,8331.991173,3445.747843
2025-06-01,4-3,A,72732.814469,0.0,10808.822728000001,13681.653096999999,8331.991173,2858.094854,15196.870630000001
2025-06-02,4-3,A,67713.60493,786.210532,10620.244451999999,10094.683373,2858.094854,1200.0,10243.433243
2025-06-03,4-3,A,70932.401698,726.410528,13213.715261000001,10253.803945,1200.0,1699.228242,13160.822745000001
2025-06-04,4-3,A,70159.046125,891.681189,10869.093595999999,6991.162654,1699.228242,3713.453975,13763.686061
2025-06-05,4-3,A,74390.240441,0.0,10219.658226000001,9863.643747,3713.453975,1951.542214,11269.114528
2025-06-06,4-3,A,31473.666263,87.63732699999998,8293.725314,3204.286854,1951.542214,5855.576269,4265.957829999999
2025-06-07,4-3,A,31275.509701,0.0,9472.742765,7362.769491,5855.576269,6200.189767,3525.847722
2025-06-08,4-3,A,73138.394129,0.0,15531.17763,8440.424670999999,6200.189767,10800.0,7836.600298000001
2025-06-09,4-3,A,75414.898595,0.0,11469.371457,9290.19088,10800.0,10800.0,5280.542065000001
2025-06-10,4-3,A,73281.940583,0.0,10679.063902,8650.04176,10800.0,10800.0,4839.438763
2025-06-11,4-3,A,77465.805883,0.0,11366.268578000001,10863.503688000003,10800.0,8959.082066,8899.562218
2025-06-12,4-3,A,75330.185817,0.0,12209.426015000001,9014.157919000001,8959.082066,9931.834461,6528.1297859999995
2025-06-13,4-3,A,34112.692349,119.287905,15479.556322000002,11804.07739,9931.834461,10747.793606,2557.725349
2025-06-14,4-3,A,34711.116672,0.0,16129.362062999999,13178.697667,10747.793606,10621.222055,2764.0901460000005
2025-06-15,4-3,A,74399.510334,0.0,12538.209711,10009.714118,10621.222055,10783.706221,6241.7790270000005
2025-06-16,4-3,A,76776.934702,0.0,12462.469589,10079.935966000001,10783.706221,10800.0,6874.474555999999
2025-06-17,4-3,A,81395.208821,0.0,13470.174172,11479.811379,10800.0,10167.810778,12954.769441999999
2025-06-18,4-3,A,79507.978455,0.0,14564.997891,11353.891447999998,10167.810778,10660.873938,10912.703257999998
2025-06-19,4-3,A,71782.641429,0.0,11263.019205,9713.915388000001,10660.873938,10004.351902,7912.316798999999
2025-06-20,4-3,A,30530.410793,0.0,14337.544395,14799.513123,10004.351902,6464.238387,6738.455067999999
2025-06-21,4-3,A,31093.315299,316.428825,17371.883068,10169.039832999999,6464.238387,10800.0,2006.2049040000006
2025-06-22,4-3,A,75333.564854,0.0,14951.369840000001,12123.857578,10800.0,10785.279991,9987.188319
2025-06-23,4-3,A,68865.368724,0.0,11068.476198999999,10198.345180999999,10785.279991,9415.413926,4874.918968999999
2025-06-24,4-3,A,74362.389966,0.0,7858.65419,7501.079419,9415.413926,8153.670008,6372.1127670000005
2025-06-25,4-3,A,67628.367976,0.0,8468.677938,9905.168450000001,8153.670008,4769.737433,11183.750941999999
2025-06-26,4-3,A,69202.71349,0.0,11543.496926999998,5139.287129,4769.737433,9448.565636,9624.069303999999
2025-06-27,4-3,A,29374.906908,0.0,15594.042084999997,12983.217179,9448.565636,9057.406647,4070.1890820000003
2025-06-28,4-3,A,29827.613621,61.701993,15158.728716999998,11691.949136,9057.406647,9709.207896,2790.2903429999997
2025-06-29,4-3,A,69634.075263,0.0,10050.991491,8953.785972,9709.207896,8806.449158,8616.602218
2025-06-30,4-3,A,63417.884455,0.0,6823.779627000001,12026.201764000001,8806.449158,1585.404419,9809.392802
2025-07-01,4-3,A,73169.949429,4922.693254000001,4476.768676,3973.0466049999995,1585.404419,1200.0,10026.978629
2025-07-02,4-3,A,72729.035825,2706.177493,8581.873161000001,5484.489460000001,1200.0,2829.808666,8318.663488
2025-07-03,4-3,A,77239.514291,1730.784984,5476.33272,4942.7793440000005,2829.808666,2266.531066,5567.913306
2025-07-04,4-3,A,33508.928477,2607.712017,13123.608630000002,11026.400477,2266.531066,1826.222747,5404.033375
2025-07-05,4-3,A,35456.82878,2411.831927,12411.666756,5187.590677,1826.222747,7232.733187,2491.569656
2025-07-06,4-3,A,82029.674349,1095.206574,8804.699519999998,12183.533084,7232.733187,1619.703773,13123.55316
2025-07-07,4-3,A,76705.832427,1429.482829,10053.486983,4375.959838,1619.703773,5805.664462,6764.983080999999
2025-07-08,4-3,A,87041.82107,1337.358669,15445.958362999998,9687.353930000001,5805.664462,8943.300399,7693.905267000001
2025-07-09,4-3,A,85076.245159,0.0,14917.161693999999,11001.484721,8943.300399,10144.87401,5094.742554
2025-07-10,4-3,A,87174.874101,206.181224,17098.733928999998,13503.902005999998,10144.87401,10529.398985,6181.0720519999995
2025-07-11,4-3,A,44670.462194,51.893698,19026.550632,15420.865578,10529.398985,10518.999467,3156.408353
2025-07-12,4-3,A,39392.159226,518.013093,17016.310814999997,19400.33248,10518.999467,4277.754223,8362.173863
2025-07-13,4-3,A,82895.206193,59.151345,17360.808818,9943.194277999999,4277.754223,8854.488519,8647.912131
2025-07-14,4-3,A,84089.227403,0.0,14284.576113000001,12736.831204,8854.488519,7558.572349,9072.240961
2025-07-15,4-3,A,80149.957594,0.0,12045.007591000001,11104.498812999998,7558.572349,6060.747167,7057.5847
2025-07-16,4-3,A,83872.181937,61.242289,13970.654758,8391.600414,6060.747167,9310.335989,9008.502700000001
2025-07-17,4-3,A,84642.863453,0.0,15170.439679,11926.536382000002,9310.335989,9712.024609,7187.457860999999
2025-07-18,4-3,A,42317.388879,23.308372,17441.038758,14194.984369,9712.024609,9636.754638,4876.864968
2025-07-19,4-3,A,38176.684361,599.400243,15259.430064,17108.527799,9636.754638,4360.766363,9444.706098
2025-07-20,4-3,A,79474.806407,0.0,13735.878352,10441.312849,4360.766363,5121.598159,10195.061829000002
2025-07-21,4-3,A,80283.799234,0.0,11667.44052,8054.923417,5121.598159,6672.37972,10387.288678
2025-07-22,4-3,A,90043.641296,0.0,18306.261727,15708.09328,6672.37972,5694.578299,16610.966167
2025-07-23,4-3,A,84335.93972,0.0,14288.030546,8054.786189,5694.578299,9604.043356,5657.855267999999
2025-07-24,4-3,A,83797.409733,0.0,13497.141568000003,15628.041455,9604.043356,4386.980261,13160.737605000002
2025-07-25,4-3,A,41188.902398,31.384907,18925.423141,11119.025109,4386.980261,9065.388746,4982.089644000001
2025-07-26,4-3,A,39606.281084,17.357781000000003,16857.335378,15492.708766000002,9065.388746,7022.869737,6744.494593
2025-07-27,4-3,A,83866.754706,0.0,12396.588111000001,8472.333493,7022.869737,8766.095154,10836.965112
2025-07-28,4-3,A,85980.574101,0.0,11961.990846,8189.8499040000015,8766.095154,10432.05369,5307.897023
2025-07-29,4-3,A,80434.170394,0.0,10025.744947,11787.014806000001,10432.05369,6358.541024,7394.1056499999995
2025-07-30,4-3,A,84306.364819,10.273337,12509.57411,7288.732684,6358.541024,9518.565851,6870.595870000001
2025-07-31,4-3,A,77371.78538,0.0,9803.644599,11903.304375999998,9518.565851,5115.952243,8266.292747000001
2025-08-01,4-3,A,36846.925898,232.07888400000002,18477.567508,13289.243139999999,5115.952243,6979.93729,3846.790319999999
2025-08-02,4-3,A,39175.170517,26.661724,18603.015013,13876.840999999999,6979.93729,8303.938579,6274.0388889999995
2025-08-03,4-3,A,76401.156941,899.4404470000001,16630.941575,13450.500726000002,8303.938579,8326.785188,9337.077530999999
2025-08-04,4-3,A,75974.332938,98.16941899999999,16237.64461,15272.322121999998,8326.785188,5971.418535,7906.764510000001
2025-08-05,4-3,A,77406.833306,0.0,15681.470155,9101.824176,5971.418535,9971.603701,5929.073627
2025-08-06,4-3,A,78084.174744,0.0,14382.291252,16300.891402999998,9971.603701,4803.564268,13650.386832
2025-08-07,4-3,A,78678.956808,225.507556,19804.294363999998,11800.271426999998,4803.564268,9516.016498,5610.389686
2025-08-08,4-3,A,34771.692995,772.691072,19691.569567,21069.258372,9516.016498,3828.142027,9116.948949000001
2025-08-09,4-3,A,38228.929335,18.728548,17756.615317000003,10595.928135,3828.142027,8035.84233,3309.6882079999996
2025-08-10,4-3,A,78927.963473,13.14682,16718.012981,11329.776345000002,8035.84233,10493.41363,4500.458822
2025-08-11,4-3,A,77010.495918,8.771044,16048.317766,15663.851201,10493.41363,7532.620507,9360.290925
2025-08-12,4-3,A,77907.215018,0.0,14466.535556000003,12950.594536999999,7532.620507,6162.953021,8887.921772
2025-08-13,4-3,A,75038.689486,0.0,14276.421551,10412.334434999999,6162.953021,7442.471935,8897.413233
2025-08-14,4-3,A,75065.02317,0.0,14585.008241,12104.902413000002,7442.471935,7119.087781,7081.828813
2025-08-15,4-3,A,36876.617136,194.127179,17456.763700000003,14507.750039,7119.087781,6710.452845,5273.4726709999995
2025-08-16,4-3,A,38094.268013,84.445517,18445.710829000003,12388.561191,6710.452845,9546.524603,4543.520853000001
2025-08-17,4-3,A,74944.319304,0.0,15025.94384,14057.859116000001,9546.524603,7450.030595,5499.471783000001
2025-08-18,4-3,A,77746.039473,96.007352,16530.532162,12423.532653999999,7450.030595,8523.584369,5164.115362
2025-08-19,4-3,A,74929.030119,19.005723999999997,15315.348218,12370.174025999999,8523.584369,8562.75996,4506.579578
2025-08-20,4-3,A,75760.997661,2074.397419,11962.121854000003,8988.187157,8562.75996,9341.795007,7086.880522
2025-08-21,4-3,A,71682.779752,0.0,12730.612799,14727.705488,9341.795007,4435.229318,6103.284748
2025-08-22,4-3,A,37268.158925,459.124905,17814.212057,11753.222597,4435.229318,7408.883951,2823.6906790000003
2025-08-23,4-3,A,36619.069204,1040.433043,17391.432901,14298.88764,7408.883951,7173.52063,6038.149517
2025-08-24,4-3,A,74423.403654,1221.799542,15509.013006000001,9904.971832000001,7173.52063,10126.108077,4164.539769999999
2025-08-25,4-3,A,81800.744056,0.0,12004.718454000002,13985.522974,10126.108077,5390.884713,14490.833286
2025-08-26,4-3,A,76882.981246,0.0,15668.367486000001,8548.469282,5390.884713,9994.116248,4829.234432
2025-08-27,4-3,A,78151.499777,16.195876,15020.747479999998,15641.322750000001,9994.116248,6133.541479,8688.823650000002
2025-08-28,4-3,A,77309.208265,0.0,12102.362368,8038.977822999999,6133.541479,8093.470029,5565.944249
2025-08-29,4-3,A,38102.53866,271.111148,17604.459903,14012.544095000001,8093.470029,8367.990504,3695.5580840000002
2025-08-30,4-3,A,37578.635239,196.440293,16329.43374,15674.539831,8367.990504,5648.3255,4217.529582
2025-08-31,4-3,A,73845.596153,65.352238,12974.192287,7237.502842000001,5648.3255,9283.428735,4208.819622000001
2025-09-01,4-3,A,67548.407953,0.0,20829.610697,15507.070523999999,9283.428735,10800.0,10026.912221999999
2025-09-02,4-3,A,67890.872457,56.955072,20581.817802999998,18655.56886,10800.0,8595.226178,9792.896274999997
2025-09-03,4-3,A,67232.664268,0.0,19526.161401,15516.895206000001,8595.226178,8927.776766,10831.895938000001
2025-09-04,4-3,A,67236.661978,0.0,21171.470664,16372.894317999999,8927.776766,9789.995566,7807.405402
2025-09-05,4-3,A,32435.730116,0.0,23547.286208999998,18164.297838,9789.995566,10800.0,3961.592485
2025-09-06,4-3,A,25841.742998,920.1044549999999,11406.795237999999,11727.180166,10800.0,8035.91553,1286.5247369999997
2025-09-07,4-3,A,58201.920873,150.621773,12428.85844,10815.514792,8035.91553,7204.649467,4968.977691
2025-09-08,4-3,A,52507.90669,1967.187684,8641.721309,12403.97878,7204.649467,1200.0,4406.989141
2025-09-09,4-3,A,54609.634171,1723.6104010000001,11237.36283,8537.881074,1200.0,1827.092022,5423.321866999999
2025-09-10,4-3,A,53986.934347,1264.343218,6193.636657999999,4773.43953,1827.092022,2097.543315,3688.2197100000003
2025-09-11,4-3,A,52550.352447,1000.2282700000001,10590.657167999998,7313.19788,2097.543315,3503.359342,5110.384127999999
2025-09-12,4-3,A,23992.327702,455.71508600000004,11940.238959999997,6820.591985999999,3503.359342,6671.138866,1928.894665
2025-09-13,4-3,A,25251.280591,83.097204,10875.016628,10617.724841,6671.138866,4661.181787,1104.791983
2025-09-14,4-3,A,56916.535215,0.0,7717.5330859999995,8473.778233000001,4661.181787,2191.652416,6927.867902000001
2025-09-15,4-3,A,56998.185513,132.059284,12342.053242,5781.726518,2191.652416,6875.359759,2287.7613159999996
2025-09-16,4-3,A,62489.733488,0.0,12102.533087000002,10210.696020999998,6875.359759,6422.421737,7535.942604
2025-09-17,4-3,A,57317.205996,0.0,8817.286336000001,8836.583343,6422.421737,4539.553503,6376.745242
2025-09-18,4-3,A,61251.636018,42.145233,12173.534999000001,7487.2202609999995,4539.553503,7176.601379,6308.549932
2025-09-19,4-3,A,26588.967425,249.497525,10960.201706,9636.016241999998,7176.601379,6334.098201,1739.5879289999998
2025-09-20,4-3,A,26316.753934,130.397316,10862.529047,9914.639014,6334.098201,5094.108771,4480.181381
2025-09-21,4-3,A,59047.935618,0.0,11761.697989,9001.528933000001,5094.108771,5677.938148,3377.972557
2025-09-22,4-3,A,63292.106823,0.0,11143.633603,7250.861912,5677.938148,7650.695156,8492.00227
2025-09-23,4-3,A,61023.469423,0.0,10823.301660000001,9270.009367999999,7650.695156,7091.656242,5386.73105
2025-09-24,4-3,A,58437.96533,354.91344300000003,9243.122988,7478.454645999999,7091.656242,7101.072881,3573.6222190000003
2025-09-25,4-3,A,60092.02691,0.0,11724.620016,9166.017495,7101.072881,7468.76701,5060.778902
2025-09-26,4-3,A,26723.575477,46.228233,10332.992742,7895.876022,7468.76701,7995.264897,2755.7633570000003
2025-09-27,4-3,A,27994.624716,146.252891,10749.315679,12278.736534,7995.264897,4026.608414,5551.145296000001
2025-09-28,4-3,A,64098.437425,0.0,10125.55168,6248.719545,4026.608414,6196.583209,5631.8612
2025-09-29,4-3,A,59388.461736,0.0,8178.556567999998,6362.459145999999,6196.583209,6487.885069,5416.272256
2025-09-30,4-3,A,64874.792544,9.085941,8919.779779999999,7381.907476,6487.885069,6313.567451,9381.575713999999
2025-10-01,4-3,A,57533.664771,4.142435,14696.323157,10924.836423,6313.567451,7401.551157,7481.619909999999
2025-10-02,4-3,A,58419.771956,0.0,15578.657997,9560.109018,7401.551157,10800.0,5564.980818
2025-10-03,4-3,A,23038.942043,817.560118,11902.242686000001,10683.924117999999,10800.0,9640.99162,3744.43097
2025-10-04,4-3,A,26465.387275,26.82967,12308.344167999998,8991.370813,9640.99162,10728.089359,3351.953045
2025-10-05,4-3,A,56565.387352,143.013924,13938.893175000001,11495.621337999999,10728.089359,10500.180619,5374.100036000001
2025-10-06,4-3,A,57577.284543,18.357147,11319.749516000002,10675.764837,10500.180619,8825.994254,3264.9415930000005
2025-10-07,4-3,A,55073.245611,330.229289,10215.604126,9072.510577000001,8825.994254,7939.470661,4401.608059
2025-10-08,4-3,A,52095.853913,502.17888800000003,10027.080012999999,9790.845075,7939.470661,6085.125923,2796.612025
2025-10-09,4-3,A,53054.825676,868.926216,10262.677676000001,8893.236641000001,6085.125923,5440.161786,8152.8718420000005
2025-10-10,4-3,A,23555.708743,115.87061300000002,12255.369631000001,7745.831886,5440.161786,7863.514581,1628.779894
2025-10-11,4-3,A,23342.913759,8.599718,10032.909183999998,9155.292993,7863.514581,6720.585076,2959.951331
2025-10-12,4-3,A,55436.431265,57.143464,9707.269847000001,9358.712151,6720.585076,5058.558882,3317.347191
2025-10-13,4-3,A,54130.872922,179.270969,10185.627788,6567.551130000001,5058.558882,6928.344859,2880.6222119999998
2025-10-14,4-3,A,55993.119402,2162.514593,9085.851974,7115.038210000001,6928.344859,7200.013625,6816.503033000001
2025-10-15,4-3,A,56651.703535,0.0,6940.871485000001,7929.886916,7200.013625,4635.8125,7303.129247999999
2025-10-16,4-3,A,59812.801838,0.0,8628.363781,6702.828424,4635.8125,4953.752767,6455.044914000001
2025-10-17,4-3,A,24093.632058,183.179729,8979.310695,5912.777399,4953.752767,6465.379727,755.6540059999999
2025-10-18,4-3,A,27481.946107,21.144974,10419.480260999999,7798.748955000002,6465.379727,7177.635347,5626.494863
2025-10-19,4-3,A,63815.411918,0.0,10082.377992,10517.580439,7177.635347,4565.575053,8293.19874
2025-10-20,4-3,A,61564.166107,0.0,8278.729071,5214.291244999999,4565.575053,6222.774278,6419.254873
2025-10-21,4-3,A,62343.119324,0.0,6982.892062,8464.004585,6222.774278,3102.927595,9227.203592
2025-10-22,4-3,A,57852.058655,2190.269305,6132.391762,4299.709933000001,3102.927595,3844.624702,6001.11963
2025-10-23,4-3,A,60881.297861,0.0,7363.090443,5363.348455,3844.624702,4512.130041,10770.298192999999
2025-10-24,4-3,A,24862.032152,108.309673,9124.998863,6292.421305,4512.130041,5733.049789,1412.2081899999998
