date,slot,label,plan_kwh,charge_kwh,discharge_kwh,emergency_kwh,curtail_kwh,storage_start_kwh,storage_end_kwh,load_kwh,pv_kwh,net_kwh,pool_size
2025-04-22,71,11:40-11:50,0.0006959920793,0,0,0,312.021496,1200,1200,1026.8137,1338.8345,-312.0208,52
2025-04-22,72,11:50-12:00,0.0002580580812,0,0,0,331.8385914,1200,1200,1007.861667,1339.7,-331.8383333,52
2025-04-22,73,12:00-12:10,-0,0,0,0,344.8722,1200,1200,986.9566333,1331.828833,-344.8722,52
2025-04-22,74,12:10-12:20,-0,0,0,0,324.3563333,1200,1200,985.4663333,1309.822667,-324.3563333,52
2025-04-22,75,12:20-12:30,0.0001955816711,0,0,0,291.9339456,1200,1200,998.635,1290.56875,-291.93375,52
2025-04-22,76,12:30-12:40,0.000709184677,0,0,0,293.2956759,1200,1200,1003.4297,1296.724667,-293.2949667,52
2025-04-22,77,12:40-12:50,0.001032603799,0,0,0,284.9275493,1200,1200,1035.095017,1320.021533,-284.9265167,52
2025-04-22,78,12:50-13:00,0.001342665993,0,0,0,284.5275927,1200,1200,1062.355,1346.88125,-284.52625,52
2025-04-22,79,13:00-13:10,0.006541467707,0,0,0,343.5619915,1200,1200,1017.17645,1360.7319,-343.55545,52
2025-04-22,80,13:10-13:20,0.0158788831,0,0,0,320.5721122,1200,1200,1004.70415,1325.260383,-320.5562333,52
2025-04-22,81,13:20-13:30,0.01428247205,0,0,0,210.4196991,1200,1200,1046.063333,1256.46875,-210.4054167,52
2025-04-22,82,13:30-13:40,0.007309421649,0,0,0,160.4388261,1200,1200,1057.49045,1217.921967,-160.4315167,52
2025-04-22,83,13:40-13:50,0.006303936448,0,0,0,183.2063539,1200,1200,1048.071467,1231.271517,-183.20005,52
2025-04-22,84,13:50-14:00,0.01586701516,89.09316628,0,0,106.9114507,1200,1280.18385,1041.68,1237.66875,-195.98875,52
2025-04-22,85,14:00-14:10,0.6694637778,107.9840304,0,0,1.136868377e-13,1280.18385,1377.369477,1043.6661,1150.980667,-107.3145667,52
2025-04-22,86,14:10-14:20,3.708596123,27.44896279,0,0,9.947598301e-14,1377.369477,1402.073544,1027.176917,1050.917283,-23.74036667,52
2025-04-22,87,14:20-14:30,6.14523993,0,8.926843404,0,0,1402.073544,1392.154829,1015.578333,1000.50625,15.07208333,52
2025-04-22,88,14:30-14:40,23.68512092,0,36.77312908,0,0,1392.154829,1351.295796,1055.6921,995.23385,60.45825,52
2025-04-22,89,14:40-14:50,44.92085714,0,18.96330952,0,0,1351.295796,1330.225452,1060.738017,996.85385,63.88416667,52
2025-04-22,90,14:50-15:00,63.58030476,12.69072143,0,0,-4.263256415e-14,1330.225452,1341.647102,1028.658333,977.76875,50.88958333,52
2025-04-22,91,15:00-15:10,104.8677523,0,7.551681006,0,0,1341.647102,1333.256345,1044.979417,932.5599833,112.4194333,52
2025-04-22,92,15:10-15:20,144.967908,0,55.52464199,0,0,1333.256345,1271.562298,1071.690817,871.1982667,200.49255,52
2025-04-22,93,15:20-15:30,184.2485148,0,64.40606856,0,0,1271.562298,1200,1065.323333,816.66875,248.6545833,52
2025-04-22,94,15:30-15:40,245.3417116,0,0,0,11.82439495,1200,1200,1025.525433,792.0081167,233.5173167,52
2025-04-22,95,15:40-15:50,305.55509,0,0,0,74.72002329,1200,1200,1013.752033,782.9169667,230.8350667,52
2025-04-22,96,15:50-16:00,356.108975,0,0,0,98.83980832,1200,1200,1021.481667,764.2125,257.2691667,52
2025-04-22,97,16:00-16:10,409.3715738,0,0,0,137.7678405,1200,1200,987.9626333,716.3589,271.6037333,52
2025-04-22,98,16:10-16:20,460.1287102,0,0,0,128.2121269,1200,1200,980.2753,648.3587167,331.9165833,52
2025-04-22,99,16:20-16:30,505.0384068,0,0,0,72.83632346,1200,1200,1012.308333,580.10625,432.2020833,52
2025-04-22,100,16:30-16:40,548.0622119,0,0,0,49.88874528,1200,1200,1026.26875,528.0952833,498.1734667,52
2025-04-22,101,16:40-16:50,594.9475676,0,0,0,53.90568429,1200,1200,1021.8388,480.7969167,541.0418833,52
2025-04-22,102,16:50-17:00,649.5054341,0,0,0,70.69501746,1200,1200,1010.841667,432.03125,578.8104167,52
2025-04-22,103,17:00-17:10,708.9589347,0,0,0,91.44655141,1200,1200,1003.113633,385.60125,617.5123833,52
2025-04-22,104,17:10-17:20,755.7430997,16.06595087,0,0,62.9586822,1200,1214.459356,1012.610617,335.89215,676.7184667,52
2025-04-22,105,17:20-17:30,809.3905116,49.44426159,0,0,-0,1214.459356,1258.959191,1040.065,280.11875,759.94625,52
2025-04-22,106,17:30-17:40,881.3068444,53.93422778,0,0,-1.136868377e-13,1258.959191,1307.499996,1048.296183,220.9235667,827.3726167,52
2025-04-22,107,17:40-17:50,800.0998908,46.48264082,0,0,-0,1307.499996,1349.334373,915.13965,161.5224,753.61725,52
2025-04-22,108,17:50-18:00,638.9820684,33.64581845,0,0,-0,1349.334373,1379.61561,713.805,108.46875,605.33625,52
2025-04-22,109,18:00-18:10,658.1129101,60.71917673,0,0,-0,1379.61561,1434.262869,664.9165167,67.52278333,597.3937333,52
2025-04-22,110,18:10-18:20,709.3583804,24.85443044,0,0,-0,1434.262869,1456.631856,713.646,29.14205,684.50395,52
2025-04-22,111,18:20-18:30,706.25318,0,44.53348667,0,0,1456.631856,1407.150204,750.7866667,0,750.7866667,52
2025-04-22,112,18:30-18:40,706.6931662,0,12.48190045,0,0,1407.150204,1393.281426,719.1750667,0,719.1750667,52
2025-04-22,113,18:40-18:50,714.3875153,16.81758193,0,0,-0,1393.281426,1408.41725,698.6286333,1.0587,697.5699333,52
2025-04-22,114,18:50-19:00,718.9667396,1.025072983,0,0,-0,1408.41725,1409.339815,717.9416667,0,717.9416667,52
2025-04-22,115,19:00-19:10,720.1068935,0,7.334539801,0,0,1409.339815,1401.190327,727.4414333,0,727.4414333,52
2025-04-22,116,19:10-19:20,717.9031935,11.84787683,0,0,-0,1401.190327,1411.853416,706.1313333,0.07601666667,706.0553167,52
2025-04-22,117,19:20-19:30,714.9080401,23.46304005,0,0,-0,1411.853416,1432.970152,691.445,0,691.445,52
2025-04-22,118,19:30-19:40,715.6574106,0,17.6544561,0,0,1432.970152,1413.354089,733.3118667,0,733.3118667,52
2025-04-22,119,19:40-19:50,720.7140744,0,15.44295892,0,0,1413.354089,1396.195246,736.1624833,0.00545,736.1570333,52
2025-04-22,120,19:50-20:00,723.4249894,23.45832276,0,0,-0,1396.195246,1417.307737,699.9666667,0,699.9666667,52
2025-04-22,121,20:00-20:10,716.8481136,1.456946946,0,0,-0,1417.307737,1418.618989,715.3911667,0,715.3911667,52
2025-04-22,122,20:10-20:20,716.609709,5.696159033,0,0,-0,1418.618989,1423.745532,710.91395,0.0004,710.91355,52
2025-04-22,123,20:20-20:30,723.3608973,39.06256392,0,0,-0,1423.745532,1458.90184,684.2983333,0,684.2983333,52
2025-04-22,124,20:30-20:40,722.771793,13.21950965,0,0,-0,1458.90184,1470.799398,709.5522833,0,709.5522833,52
2025-04-22,125,20:40-20:50,722.8531875,0,1.355262479,0,0,1470.799398,1469.293551,724.20845,0,724.20845,52
2025-04-22,126,20:50-21:00,726.8325049,12.22083823,0,0,-0,1469.293551,1480.292306,714.6116667,0,714.6116667,52
2025-04-22,127,21:00-21:10,727.6332032,0,3.200546838,0,0,1480.292306,1476.736142,730.83375,0,730.83375,52
2025-04-22,128,21:10-21:20,720.4290878,0,23.16631219,0,0,1476.736142,1450.995795,743.5954,0,743.5954,52
2025-04-22,129,21:20-21:30,725.7239875,0,30.7526792,0,0,1450.995795,1416.826152,756.4766667,0,756.4766667,52
2025-04-22,130,21:30-21:40,752.861904,0,32.55419601,0,0,1416.826152,1380.654823,785.4161,0,785.4161,52
2025-04-22,131,21:40-21:50,676.9440158,0,14.96193423,0,0,1380.654823,1364.030452,691.90595,0,691.90595,52
2025-04-22,132,21:50-22:00,544.0018566,4.450189886,0,0,-0,1364.030452,1368.035623,539.5516667,0,539.5516667,52
2025-04-22,133,22:00-22:10,534.3130216,0,9.565295107,0,0,1368.035623,1357.407517,543.8783167,0,543.8783167,52
2025-04-22,134,22:10-22:20,551.1265523,0,18.67283102,0,0,1357.407517,1336.659927,569.7993833,0,569.7993833,52
2025-04-22,135,22:20-22:30,540.7316395,0,9.678360475,0,0,1336.659927,1325.906193,550.41,0,550.41,52
2025-04-22,136,22:30-22:40,548.1124553,0,4.854578036,0,0,1325.906193,1320.512217,552.9670333,0,552.9670333,52
2025-04-22,137,22:40-22:50,555.9062641,6.015797406,0,0,-0,1320.512217,1325.926435,549.8904667,0,549.8904667,52
2025-04-22,138,22:50-23:00,554.0855846,9.940584573,0,0,-0,1325.926435,1334.872961,544.145,0,544.145,52
2025-04-22,139,23:00-23:10,553.9772263,0,18.19267374,0,0,1334.872961,1314.658879,572.1699,0,572.1699,52
2025-04-22,140,23:10-23:20,555.7723082,0,27.08759175,0,0,1314.658879,1284.561555,582.8599,0,582.8599,52
2025-04-22,141,23:20-23:30,560.4818385,0.105171836,0,0,-0,1284.561555,1284.65621,560.3766667,0,560.3766667,52
2025-04-22,142,23:30-23:40,567.2865113,21.89562798,0,0,-0,1284.65621,1304.362275,545.3908833,0,545.3908833,52
2025-04-22,143,23:40-23:50,554.2869853,0,16.73146471,0,0,1304.362275,1285.771759,571.01845,0,571.01845,52
2025-04-22,144,23:50-24:00,533.3854173,0,77.19458272,0,0,1285.771759,1200,610.58,0,610.58,52
2025-04-23,1,0:00-0:10,597.92685,0,-0,8.113233333,0,1200,1200,606.0400833,0,606.0400833,53
2025-04-23,2,0:10-0:20,999.4882561,168.3068209,0,0,230.7761185,1200,1351.476139,600.4053167,0,600.4053167,53
2025-04-23,3,0:20-0:30,566.9783333,0,35.96333333,0,0,1351.476139,1311.51688,602.9416667,0,602.9416667,53
2025-04-23,4,0:30-0:40,573.7505,0,10.40408333,0,0,1311.51688,1299.956787,584.1545833,0,584.1545833,53
2025-04-23,5,0:40-0:50,577.402146,0,16.99423735,0,0,1299.956787,1281.074301,594.3963833,0,594.3963833,53
2025-04-23,6,0:50-1:00,574.8933105,0,47.08002287,0,0,1281.074301,1228.763165,621.9733333,0,621.9733333,53
2025-04-23,7,1:00-1:10,573.8635186,0,25.88684806,0,0,1228.763165,1200,599.7503667,0,599.7503667,53
2025-04-23,8,1:10-1:20,579.8709138,0,0,0,11.65973048,1200,1200,568.2111833,0,568.2111833,53
2025-04-23,9,1:20-1:30,588.0847271,8.025809709,0,0,13.26391739,1200,1207.223229,566.795,0,566.795,53
2025-04-23,10,1:30-1:40,589.1908608,0,6.500905865,0,0,1207.223229,1200,595.6917667,0,595.6917667,53
2025-04-23,11,1:40-1:50,621.9507333,0,0,0,6.878683333,1200,1200,615.07205,0,615.07205,53
2025-04-23,12,1:50-2:00,626.6916667,0,0,0,16.05166667,1200,1200,610.64,0,610.64,53
2025-04-23,13,2:00-2:10,612.2733667,0,0,0,11.44338333,1200,1200,600.8299833,0,600.8299833,53
2025-04-23,14,2:10-2:20,599.6034833,0,0,0,6.025516667,1200,1200,593.5779667,0,593.5779667,53
2025-04-23,15,2:20-2:30,594.5164987,0,0,0,12.85816541,1200,1200,581.6583333,0,581.6583333,53
2025-04-23,16,2:30-2:40,594.4084238,10.72846647,0,0,25.06087396,1200,1209.65562,558.6190833,0,558.6190833,53
2025-04-23,17,2:40-2:50,594.7495947,27.71584473,0,0,-0,1209.65562,1234.59988,567.03375,0,567.03375,53
2025-04-23,18,2:50-3:00,616.695,15.53666667,0,0,-0,1234.59988,1248.58288,601.1583333,0,601.1583333,53
2025-04-23,19,3:00-3:10,599.34241,0,10.92427334,0,0,1248.58288,1236.444799,610.2666833,0,610.2666833,53
2025-04-23,20,3:10-3:20,598.1261292,0,8.00148745,0,0,1236.444799,1227.554257,606.1276167,0,606.1276167,53
2025-04-23,21,3:20-3:30,599.1600726,0,8.394927414,0,0,1227.554257,1218.22656,607.555,0,607.555,53
2025-04-23,22,3:30-3:40,633.5169833,15.9289,0,0,-0,1218.22656,1232.56257,617.5884,0.0003166666667,617.5880833,53
2025-04-23,23,3:40-3:50,639.4590833,24.77306667,0,0,-0,1232.56257,1254.85833,614.6860167,0,614.6860167,53
2025-04-23,24,3:50-4:00,603.8994437,0,2.225556282,0,0,1254.85833,1252.38549,606.125,0,606.125,53
2025-04-23,25,4:00-4:10,606.4354133,0,13.97958671,0,0,1252.38549,1236.852615,620.4195167,0.004516666667,620.415,53
2025-04-23,26,4:10-4:20,617.4489333,0,14.89845,0,0,1236.852615,1220.298782,632.3473833,0,632.3473833,53
2025-04-23,27,4:20-4:30,602.0394295,0,18.26890387,0,0,1220.298782,1200,620.3083333,0,620.3083333,53
2025-04-23,28,4:30-4:40,607.1318234,0,0,0,16.78619004,1200,1200,590.40845,0.06281666667,590.3456333,53
2025-04-23,29,4:40-4:50,615.9255928,0,0,0,28.44947613,1200,1200,587.4761167,0,587.4761167,53
2025-04-23,30,4:50-5:00,618.2200373,5.496870017,0,0,0.2931672333,1200,1204.947183,612.43,0,612.43,53
2025-04-23,31,5:00-5:10,622.5929833,0.28005,0,0,-0,1204.947183,1205.199228,623.1879333,0.875,622.3129333,53
2025-04-23,32,5:10-5:20,614.6839448,0,4.679305214,0,0,1205.199228,1200,619.36325,0,619.36325,53
2025-04-23,33,5:20-5:30,639.7733333,0,0,0,26.34291667,1200,1200,613.9616667,0.53125,613.4304167,53
2025-04-23,34,5:30-5:40,1411.587791,3.770420574,0,0,806.8759873,1200,1203.393379,628.8695833,27.9282,600.9413833,53
2025-04-23,35,5:40-5:50,631.917976,0,3.054040665,0,0,1203.393379,1200,707.7788333,72.80681667,634.9720167,53
2025-04-23,36,5:50-6:00,733.1605123,0,0,0,48.06092894,1200,1200,804.4683333,119.36875,685.0995833,53
2025-04-23,37,6:00-6:10,703.9870149,0,0,0,44.21403157,1200,1200,817.24775,157.4747667,659.7729833,53
2025-04-23,38,6:10-6:20,638.2214062,0,0,0,42.97667291,1200,1200,801.5129833,206.26825,595.2447333,53
2025-04-23,39,6:20-6:30,595.7953847,0,0,0,66.33413471,1200,1200,798.63,269.16875,529.46125,53
2025-04-23,40,6:30-6:40,543.7704328,0,0,0,76.30636609,1200,1200,796.8858333,329.4217667,467.4640667,53
2025-04-23,41,6:40-6:50,493.5614598,0,0,0,85.46360979,1200,1200,790.1116167,382.0137667,408.09785,53
2025-04-23,42,6:50-7:00,446.7312501,0,0,0,91.1795834,1200,1200,784.6516667,429.1,355.5516667,53
2025-04-23,43,7:00-7:10,390.1769134,0,0,0,69.08544672,1200,1200,795.3410167,474.24955,321.0914667,53
2025-04-23,44,7:10-7:20,338.8278925,0,0,0,24.03855919,1200,1200,826.38275,511.5934167,314.7893333,53
2025-04-23,45,7:20-7:30,277.4429705,0,0,0,6.216720476,1200,1200,822.895,551.66875,271.22625,53
2025-04-23,46,7:30-7:40,200.0563371,0,0,0,60.84247046,1200,1200,751.0880333,611.8741667,139.2138667,53
2025-04-23,47,7:40-7:50,275.401891,0,0,0,70.04634101,1200,1200,869.1947,663.83915,205.35555,53
2025-04-23,48,7:50-8:00,428.2830649,0,0,0,32.95598155,1200,1200,1108.883333,713.55625,395.3270833,53
2025-04-23,49,8:00-8:10,395.9302971,0,0,0,60.93131372,1200,1200,1126.62085,791.6218667,334.9989833,53
2025-04-23,50,8:10-8:20,310.7925077,0,0,0,84.12782434,1200,1200,1072.388217,845.7235333,226.6646833,53
2025-04-23,51,8:20-8:30,262.9574756,14.06368163,0,0,35.6454606,1200,1212.657313,1077.523333,864.275,213.2483333,53
2025-04-23,52,8:30-8:40,210.2960012,0,11.39158212,0,0,1212.657313,1200,1112.542983,890.8554,221.6875833,53
2025-04-23,53,8:40-8:50,158.6112199,0,0,0,4.55615325,1200,1200,1095.451483,941.3964167,154.0550667,53
2025-04-23,54,8:50-9:00,116.1291839,0,0,0,80.97376719,1200,1200,1048.636667,1013.48125,35.15541667,53
2025-04-23,55,9:00-9:10,79.43790229,0,0,0,96.87331896,1200,1200,1071.418683,1088.8541,-17.43541667,53
2025-04-23,56,9:10-9:20,49.50878297,0,0,0,71.91014964,1200,1200,1109.277783,1131.67915,-22.40136667,53
2025-04-23,57,9:20-9:30,30.15617377,0,0,0,80.2120071,1200,1200,1114.406667,1164.4625,-50.05583333,53
2025-04-23,58,9:30-9:40,17.98693153,0,0,0,165.0415149,1200,1200,1093.17245,1240.227033,-147.0545833,53
2025-04-23,59,9:40-9:50,11.39577894,0,0,0,218.0632623,1200,1200,1081.344817,1288.0123,-206.6674833,53
2025-04-23,60,9:50-10:00,8.970697117,0,0,0,227.6548638,1200,1200,1087.153333,1305.8375,-218.6841667,53
2025-04-23,61,10:00-10:10,3.466470507,0,0,0,278.8785538,1200,1200,1088.717667,1364.12975,-275.4120833,53
2025-04-23,62,10:10-10:20,0.7269925352,0,0,0,340.2624259,1200,1200,1081.661367,1421.1968,-339.5354333,53
2025-04-23,63,10:20-10:30,0.4070842533,0,0,0,351.2145843,1200,1200,1075.955,1426.7625,-350.8075,53
2025-04-23,64,10:30-10:40,0.1781720258,0,0,0,298.765972,1200,1200,1081.268367,1379.856167,-298.5878,53
2025-04-23,65,10:40-10:50,0.01824959009,0,0,0,318.0581829,1200,1200,1069.894367,1387.9343,-318.0399333,53
2025-04-23,66,10:50-11:00,0.02380950501,0,0,0,380.8200595,1200,1200,1054.71,1435.50625,-380.79625,53
2025-04-23,67,11:00-11:10,0.01478231992,0,0,0,324.7730823,1200,1200,1076.00165,1400.75995,-324.7583,53
2025-04-23,68,11:10-11:20,0.004275264058,0,0,0,248.0696586,1200,1200,1086.163067,1334.22845,-248.0653833,53
2025-04-23,69,11:20-11:30,0.0006981600276,0,0,0,218.5894482,1200,1200,1074.33,1292.91875,-218.58875,53
2025-04-23,70,11:30-11:40,4.77589389e-05,0,0,0,217.3175644,1200,1200,1071.580317,1288.897833,-217.3175167,53
2025-04-23,71,11:40-11:50,0.0009881067463,0,0,0,264.9178714,1200,1200,1042.1325,1307.049383,-264.9168833,53
2025-04-23,72,11:50-12:00,0.000366367576,0,0,0,327.2911997,1200,1200,988.1716667,1315.4625,-327.2908333,53
2025-04-23,73,12:00-12:10,-0,0,0,0,331.8872833,1200,1200,960.8181,1292.705383,-331.8872833,53
2025-04-23,74,12:10-12:20,-0,0,0,0,314.4254333,1200,1200,983.2724,1297.697833,-314.4254333,53
2025-04-23,75,12:20-12:30,0.0002776692069,0,0,0,317.6702777,1200,1200,1018.155,1335.825,-317.67,53
2025-04-23,76,12:30-12:40,0.001006836406,0,0,0,345.0871235,1200,1200,1006.538367,1351.624483,-345.0861167,53
2025-04-23,77,12:40-12:50,0.00146599769,0,0,0,330.048616,1200,1200,1011.651567,1341.698717,-330.04715,53
2025-04-23,78,12:50-13:00,0.001906196012,0,0,0,282.5298229,1200,1200,1045.478333,1328.00625,-282.5279167,53
2025-04-23,79,13:00-13:10,0.008331355933,0,0,0,273.7683147,1200,1200,1054.829133,1328.589117,-273.7599833,53
2025-04-23,80,13:10-13:20,0.01971815912,0,0,0,248.0209015,1200,1200,1054.263583,1302.264767,-248.0011833,53
2025-04-23,81,13:20-13:30,0.01781593695,0,0,0,198.3103159,1200,1200,1052.87,1251.1625,-198.2925,53
2025-04-23,82,13:30-13:40,0.0095162981,0,0,0,179.658983,1200,1200,1042.211717,1221.861183,-179.6494667,53
2025-04-23,83,13:40-13:50,0.008275036869,0,0,0,169.8079917,1200,1200,1036.361317,1206.161033,-169.7997167,53
2025-04-23,84,13:50-14:00,0.01969375805,0,0,0,150.1113604,1200,1200,1040.583333,1190.675,-150.0916667,53
2025-04-23,85,14:00-14:10,0.6487559445,0,0,0,121.3936893,1200,1200,1046.537533,1167.282467,-120.7449333,53
2025-04-23,86,14:10-14:20,3.613055171,0,0,0,67.93942184,1200,1200,1049.973383,1114.29975,-64.32636667,53
2025-04-23,87,14:20-14:30,7.144046111,0,0,0,16.33196278,1200,1200,1041.968333,1051.15625,-9.187916667,53
2025-04-23,88,14:30-14:40,27.35826072,0,0,0,33.26347739,1200,1200,1021.086017,1026.991233,-5.905216667,53
2025-04-23,89,14:40-14:50,47.80515307,0,0,0,42.96466973,1200,1200,1035.40015,1030.559667,4.840483333,53
2025-04-23,90,14:50-15:00,64.57455152,0,0,0,23.61330152,1200,1200,1057.655,1016.69375,40.96125,53
2025-04-23,91,15:00-15:10,107.7043105,0,0,0,43.02942712,1200,1200,1015.991117,951.3162333,64.67488333,53
2025-04-23,92,15:10-15:20,151.989646,0,0,0,60.17382936,1200,1200,1005.212617,913.3968,91.81581667,53
2025-04-23,93,15:20-15:30,192.3205896,0,0,0,70.54183965,1200,1200,1026.085,904.30625,121.77875,53
2025-04-23,94,15:30-15:40,247.0418927,0,0,0,107.8430094,1200,1200,991.02935,851.8304667,139.1988833,53
2025-04-23,95,15:40-15:50,302.1593669,0,0,0,113.0894169,1200,1200,999.1170833,810.0471333,189.06995,53
2025-04-23,96,15:50-16:00,351.1142967,0,0,0,88.25846334,1200,1200,1046.343333,783.4875,262.8558333,53
2025-04-23,97,16:00-16:10,401.3533018,0,0,0,95.80513515,1200,1200,1024.4461,718.8979333,305.5481667,53
2025-04-23,98,16:10-16:20,452.867845,0,0,0,102.6719283,1200,1200,1008.876333,658.6804167,350.1959167,53
2025-04-23,99,16:20-16:30,502.1292519,0,0,0,92.19508523,1200,1200,1026.646667,616.7125,409.9341667,53
2025-04-23,100,16:30-16:40,546.6579877,0,0,0,83.27425436,1200,1200,1026.148183,562.76445,463.3837333,53
2025-04-23,101,16:40-16:50,593.3635328,0,0,0,72.07268285,1200,1200,1024.550917,503.2600667,521.29085,53
2025-04-23,102,16:50-17:00,647.074691,0,0,0,56.93719098,1200,1200,1037.975,447.8375,590.1375,53
2025-04-23,103,17:00-17:10,704.8763353,0,0,0,44.50990196,1200,1200,1056.0005,395.6340667,660.3664333,53
2025-04-23,104,17:10-17:20,752.4639306,0,0,0,41.21131393,1200,1200,1042.448367,331.19575,711.2526167,53
2025-04-23,105,17:20-17:30,808.4783705,0,0,0,45.14920384,1200,1200,1027.741667,264.4125,763.3291667,53
2025-04-23,106,17:30-17:40,880.2105142,0,0,0,48.72074751,1200,1200,1052.20215,220.7123833,831.4897667,53
2025-04-23,107,17:40-17:50,799.1382215,0,0,0,53.99548817,1200,1200,918.6511667,173.5084333,745.1427333,53
2025-04-23,108,17:50-18:00,638.1385586,0,0,0,62.10397523,1200,1200,693.3283333,117.29375,576.0345833,53
2025-04-23,109,18:00-18:10,654.7423817,48.26918508,0,0,15.40531325,1200,1243.442267,664.2528,73.18491667,591.0678833,53
2025-04-23,110,18:10-18:20,708.5434667,23.78281673,0,0,-0,1243.442267,1264.846802,716.9617,32.20105,684.76065,53
2025-04-23,111,18:20-18:30,710.5702185,0,30.31978148,0,0,1264.846802,1231.158156,741.44,0.55,740.89,53
2025-04-23,112,18:30-18:40,708.30331,0,28.04233999,0,0,1231.158156,1200,736.34565,0,736.34565,53
2025-04-23,113,18:40-18:50,713.7578199,0,0,0,12.70183656,1200,1200,702.1500333,1.09405,701.0559833,53
2025-04-23,114,18:50-19:00,719.7391633,15.97978022,0,0,28.3427164,1200,1214.381802,675.4166667,0,675.4166667,53
2025-04-23,115,19:00-19:10,721.3323257,20.99640903,0,0,-0,1214.381802,1233.27857,700.3359167,0,700.3359167,53
2025-04-23,116,19:10-19:20,717.5779093,9.696809317,0,0,-0,1233.27857,1242.005699,707.95965,0.07855,707.8811,53
2025-04-23,117,19:20-19:30,713.8769217,29.41192166,0,0,-0,1242.005699,1268.476428,684.465,0,684.465,53
2025-04-23,118,19:30-19:40,717.8450165,31.46123313,0,0,-0,1268.476428,1296.791538,686.3837833,0,686.3837833,53
2025-04-23,119,19:40-19:50,722.5979138,6.785597156,0,0,-0,1296.791538,1302.898575,715.81795,0.005633333333,715.8123167,53
2025-04-23,120,19:50-20:00,722.2432581,0,24.67007524,0,0,1302.898575,1275.487381,746.9133333,0,746.9133333,53
2025-04-23,121,20:00-20:10,717.6092757,0,30.76017426,0,0,1275.487381,1241.309409,748.36945,0,748.36945,53
2025-04-23,122,20:10-20:20,717.0964878,0,4.645845538,0,0,1241.309409,1236.147359,721.7427333,0.0004,721.7423333,53
2025-04-23,123,20:20-20:30,720.9781799,22.83317989,0,0,-0,1236.147359,1256.697221,698.145,0,698.145,53
2025-04-23,124,20:30-20:40,722.1259984,12.45628173,0,0,-0,1256.697221,1267.907874,709.6697167,0,709.6697167,53
2025-04-23,125,20:40-20:50,723.4961377,12.88803767,0,0,-0,1267.907874,1279.507108,710.6081,0,710.6081,53
2025-04-23,126,20:50-21:00,726.7502481,21.89024814,0,0,-0,1279.507108,1299.208331,704.86,0,704.86,53
2025-04-23,127,21:00-21:10,728.5954379,0,8.355545421,0,0,1299.208331,1289.924392,736.9509833,0,736.9509833,53
2025-04-23,128,21:10-21:20,722.7793574,0,18.76660926,0,0,1289.924392,1269.072604,741.5459667,0,741.5459667,53
2025-04-23,129,21:20-21:30,728.7142714,0,5.677395241,0,0,1269.072604,1262.764387,734.3916667,0,734.3916667,53
2025-04-23,130,21:30-21:40,756.002131,0,23.31195236,0,0,1262.764387,1236.862218,779.3140833,0,779.3140833,53
2025-04-23,131,21:40-21:50,678.6824921,0,28.04800785,0,0,1236.862218,1205.697765,706.7305,0,706.7305,53
2025-04-23,132,21:50-22:00,544.1920118,0,5.127988161,0,0,1205.697765,1200,549.32,0,549.32,53
2025-04-23,133,22:00-22:10,535.5719799,0,0,0,12.7945966,1200,1200,522.7773833,0,522.7773833,53
2025-04-23,134,22:10-22:20,553.14962,12.16522771,0,0,8.136975581,1200,1210.948705,532.8474167,0,532.8474167,53
2025-04-23,135,22:20-22:30,542.0695564,17.77622308,0,0,-0,1210.948705,1226.947306,524.2933333,0,524.2933333,53
2025-04-23,136,22:30-22:40,548.868788,6.250537994,0,0,-0,1226.947306,1232.57279,542.61825,0,542.61825,53
2025-04-23,137,22:40-22:50,555.7021854,0,4.443097941,0,0,1232.57279,1227.636014,560.1452833,0,560.1452833,53
2025-04-23,138,22:50-23:00,553.6418271,0,7.628172863,0,0,1227.636014,1219.160267,561.27,0,561.27,53
2025-04-23,139,23:00-23:10,555.7903791,0,3.87247087,0,0,1219.160267,1214.857521,559.66285,0,559.66285,53
2025-04-23,140,23:10-23:20,558.4827542,0,0.627945764,0,0,1214.857521,1214.159804,559.1107,0,559.1107,53
2025-04-23,141,23:20-23:30,561.2584046,6.725071284,0,0,-0,1214.159804,1220.212368,554.5333333,0,554.5333333,53
2025-04-23,142,23:30-23:40,566.1736265,23.14429319,0,0,-0,1220.212368,1241.042232,543.0293333,0,543.0293333,53
2025-04-23,143,23:40-23:50,555.9806855,3.166852125,0,0,-0,1241.042232,1243.892399,552.8138333,0,552.8138333,53
2025-04-23,144,23:50-24:00,539.7068411,0,39.50315892,0,0,1243.892399,1200,579.21,0,579.21,53
2025-04-24,1,0:00-0:10,606.0400833,22.1485,0,0,-0,1200,1219.93365,583.8915833,0,583.8915833,54
2025-04-24,2,0:10-0:20,1113.067798,45.67263698,0,0,508.6064773,1219.93365,1261.039023,558.7886833,0,558.7886833,54
2025-04-24,3,0:20-0:30,566.9783333,0,0,0,19.82666667,1261.039023,1261.039023,547.1516667,0,547.1516667,54
2025-04-24,4,0:30-0:40,573.7505,0,21.9019,0,0,1261.039023,1236.703579,595.6524,0,595.6524,54
2025-04-24,5,0:40-0:50,579.0803486,0,18.90501803,0,0,1236.703579,1215.698003,597.9853667,0,597.9853667,54
2025-04-24,6,0:50-1:00,578.5657119,19.96071187,0,0,-0,1215.698003,1233.662644,558.605,0,558.605,54
