date,plan_kwh,charge_kwh,discharge_kwh,emergency_kwh,curtail_kwh,storage_start,storage_end,plan_cost_yuan,emergency_cost_yuan,daily_cost_yuan,storage_min,storage_max,pool_size,k_eff,mode,objective_yuan
2025-10-05,67791.33879,1340.801808,1086.049464,0,12800.62538,1200,1200,53106.99703,0,53106.99703,1200,1967.008833,34,17.00141087,kernel,53343.64793
2025-10-06,67404.71725,1791.281921,1450.938356,0,9331.264439,1200,1200,52853.44374,0,52853.44374,1200,2029.606593,35,16.41871783,kernel,53103.85257
2025-10-07,67310.17122,1665.638341,1349.167056,465.8547166,9687.99165,1200,1200,52794.65243,1696.892505,54491.54494,1200,2331.98532,36,16.1080701,kernel,53021.97624
2025-10-08,67551.90196,2195.283772,1778.179855,0,10656.30238,1200,1200,52708.21543,0,52708.21543,1200,2647.239878,37,15.91157304,kernel,52814.1517
2025-10-09,67449.38584,1902.538962,1541.056559,0,11327.92176,1200,1200,52686.8552,0,52686.8552,1200,2425.319138,38,17.13205585,kernel,52762.06162
2025-10-10,40271.71442,1388.60948,1124.773679,0,30664.2677,1200,1200,29872.53714,0,29872.53714,1200,2000.515794,39,7.54299613,kernel,30649.4085
2025-10-11,40246.2959,1366.436747,1106.813765,0,25880.35933,1200,1200,29771.95303,0,29771.95303,1200,2024.394273,40,9.131025944,kernel,31098.28568
2025-10-12,67395.89379,2111.849105,1710.597775,0,8479.686472,1200,1200,52653.07905,0,52653.07905,1200,2428.741079,41,19.32147307,kernel,52716.69498
2025-10-13,67429.52438,1897.222195,1536.749978,0,10041.65686,1200,1200,52754.5677,0,52754.5677,1200,2159.408134,42,19.93360959,kernel,52820.15602
2025-10-14,67330.27856,2473.573855,2003.594823,1034.31422,7120.784469,1200,1200,52732.76321,3854.774491,56587.5377,1200,2385.660791,43,19.67226083,kernel,52810.66687
2025-10-15,67527.76415,2352.506113,1905.529952,411.400707,5572.165042,1200,1200,52900.016,1216.013655,54116.02965,1200,2392.338778,44,20.52623229,kernel,53254.29925
2025-10-16,68216.78234,4502.29944,3646.862546,489.8494235,4884.721923,1200,1200,53311.3389,1513.220728,54824.55962,1200,3742.436346,45,20.14222874,kernel,53463.83247
2025-10-17,40696.34036,877.1330611,710.4777795,0,24525.48576,1200,1200,30318.32799,0,30318.32799,1200,1760.66428,46,6.017822775,kernel,31764.50536
2025-10-18,40275.81022,991.6233843,803.2149413,0,24010.80851,1200,1200,29980.29841,0,29980.29841,1200,1523.237927,47,4.719757225,kernel,31611.00779
2025-10-19,68889.61053,5145.785763,4168.086468,0,4026.188702,1200,1200,53839.23917,0,53839.23917,1200,3993.504479,48,15.06008396,kernel,53968.98521
2025-10-20,69216.26388,2983.3172,2416.486932,893.318694,5101.969941,1200,1200,54130.3436,3610.075243,57740.41884,1200,3022.167179,49,13.27916901,kernel,54190.01407
2025-10-21,70406.12362,3954.453717,3203.10751,0.5613047756,3192.757368,1200,1200,54810.96025,1.20708592,54812.16734,1200,3439.067251,50,10.78723411,kernel,54882.42357
2025-10-22,70435.0735,3233.285919,2618.961594,692.8755646,4958.728042,1200,1200,55003.3845,2389.912459,57393.29696,1200,3333.113545,51,8.843739073,kernel,55023.85314
2025-10-23,71255.15911,2162.573369,1751.684429,0,7464.773134,1200,1200,55583.59908,0,55583.59908,1200,2322.858494,52,8.330042534,kernel,55583.60332
2025-10-24,40734.99308,1233.869976,999.4346805,234.1325926,22314.63966,1200,1200,30310.85744,693.238778,31004.09622,1200,1826.468028,53,4.150617257,kernel,34171.17688
2025-10-25,40912.27687,729.695555,591.0533996,0,21375.20198,1200,1200,30356.05696,0,30356.05696,1200,1387.499149,54,3.817029782,kernel,32601.89759
2025-10-26,70883.19513,2240.5868,1814.875308,0,5913.171624,1200,1200,55327.20084,0,55327.20084,1200,2130.360263,55,10.4125707,kernel,55428.25059
2025-10-27,70687.20204,3774.958039,3057.716011,0,6417.378342,1200,1200,55285.42801,0,55285.42801,1200,3262.666852,56,10.76326594,kernel,55455.92448
2025-10-28,70414.82713,3158.427896,2558.326596,194.174176,4036.478308,1200,1200,55246.1766,418.957416,55665.13402,1200,2765.87648,57,12.08696198,kernel,55578.7959
2025-10-29,70801.98406,3934.340051,3186.815441,467.5118685,1209.714518,1200,1200,55501.45653,1597.530494,57098.98702,1200,3078.283221,58,12.83650571,kernel,55666.14966
2025-10-30,71456.09786,2429.679839,1968.040669,0,6206.641041,1200,1200,56030.24323,0,56030.24323,1200,2290.76874,59,11.76557133,kernel,56096.15214
2025-10-31,41007.57196,1396.561465,1131.214787,0,16837.93321,1200,1200,30507.30525,0,30507.30525,1200,1736.276943,60,3.601968226,kernel,33534.57794
2025-11-01,40962.93692,1020.565805,826.6583025,0,18224.99098,1200,1200,30503.64394,0,30503.64394,1200,1399.086933,31,3.382427876,kernel,32586.44897
2025-11-02,71455.21841,3152.928141,2553.871794,139.1152328,2198.893368,1200,1200,56176.76512,301.5787572,56478.34388,1200,2572.81739,32,8.991499271,kernel,56218.61961
2025-11-03,71850.75002,2268.333901,1837.35046,0,1914.836294,1200,1200,56608.66558,0,56608.66558,1200,2160.624034,33,8.576149794,kernel,56611.24066
2025-11-04,72019.76291,1985.1743,1607.991183,2.213316667,4064.721073,1200,1200,56786.00663,4.7010846,56790.70772,1200,1986.856195,34,8.663577244,kernel,56799.74349
2025-11-05,72150.53719,2971.035348,2406.538632,35.97504838,1943.995455,1200,1200,56932.65622,76.89037775,57009.54659,1200,2379.10489,35,9.408004787,kernel,56940.53053
2025-11-06,72276.5277,2164.070156,1752.896827,1334.186607,1829.956425,1200,1200,57082.75837,5775.529157,62858.28753,1200,2374.03195,36,10.23633348,kernel,57120.61817
2025-11-07,41608.67448,760.7583723,616.2142815,508.0225487,18653.69116,1200,1200,31031.10935,1848.312143,32879.42149,1200,1628.379733,37,3.760343863,kernel,35415.61364
2025-11-08,42094.95502,559.7439602,453.3926077,50.34025,18247.73682,1200,1200,31232.75384,106.9048175,31339.65866,1200,1337.139068,38,4.310971096,kernel,34012.36329
2025-11-09,73695.45022,3785.526499,3066.276464,0,1629.383001,1200,1200,57877.78029,0,57877.78029,1200,3128.961635,39,10.15077592,kernel,57977.85208
2025-11-10,73630.09949,3509.689694,2842.848652,915.2928556,20.10820289,1200,1200,58016.956,2816.96689,60833.92289,1200,3150.894519,40,10.87168781,kernel,58213.39452
2025-11-11,74439.45141,2917.234606,2362.960031,0,2326.157165,1200,1200,58644.77063,0,58644.77063,1200,2409.032265,41,10.56019445,kernel,58813.21746
2025-11-12,74580.12912,2412.982619,1954.515922,0,3165.674669,1200,1200,58872.26574,0,58872.26574,1200,2411.385924,42,10.72995392,kernel,58974.99668
2025-11-13,74567.6472,2628.793403,2129.322657,0,1672.305134,1200,1200,58966.13194,0,58966.13194,1200,2827.742937,43,11.57133234,kernel,59067.85643
2025-11-14,42189.86829,1255.65797,1017.082956,0,14352.83798,1200,1200,31378.58292,0,31378.58292,1200,1872.269124,44,4.614082667,kernel,34750.3909
2025-11-15,42232.59919,1216.895456,985.6853194,0,13789.50214,1200,1200,31463.46052,0,31463.46052,1200,1686.980307,45,5.118797567,kernel,34284.78268
2025-11-16,74501.12554,3801.275299,3079.032992,665.2071344,9.545988548,1200,1200,59050.73986,1956.042171,61006.78203,1200,2817.61807,46,11.34872664,kernel,59187.3349
2025-11-17,75095.96221,2670.892753,2163.42313,0,1892.738256,1200,1200,59536.0195,0,59536.0195,1200,2569.070944,47,11.59660584,kernel,59734.00704
2025-11-18,75235.32901,2827.151286,2289.992542,245.3802144,52.99864181,1200,1200,59614.96336,700.8563982,60315.81976,1200,2884.458166,48,12.99250313,kernel,59710.00865
2025-11-19,75779.0647,3437.557494,2784.421571,500.8762876,258.4934639,1200,1200,59960.79424,1437.290592,61398.08483,1200,3052.460151,49,13.40450933,kernel,60016.28556
2025-11-20,76079.60924,3052.638233,2472.636969,0,706.5319429,1200,1200,60273.32793,0,60273.32793,1200,3088.125691,50,13.63258365,kernel,60396.88015
2025-11-21,42764.26275,1204.472254,975.622526,95.67111726,13766.70007,1200,1200,32007.29296,206.7971574,32214.09012,1200,1559.116247,51,5.385212991,kernel,36300.13475
2025-11-22,43082.6058,1482.730793,1201.011943,0,12581.05747,1200,1200,32172.00636,0,32172.00636,1200,1599.691931,52,6.183515061,kernel,36118.06112
2025-11-23,76118.98625,2696.779103,2184.391073,1056.484327,1430.98626,1200,1200,60382.07134,3606.454812,63988.52615,1200,2956.238582,53,14.07863419,kernel,60531.15092
2025-11-24,76686.32693,2674.026232,2165.961248,0,2016.318242,1200,1200,60720.87526,0,60720.87526,1200,2688.760423,54,15.06652194,kernel,60918.64864
2025-11-25,76811.46821,3469.815152,2810.550273,22.79116841,6.334035175,1200,1200,60827.48662,47.91767347,60875.4043,1200,3052.743269,55,15.94413334,kernel,61010.36264
2025-11-26,76925.55332,3080.72044,2495.383556,668.4516722,251.0012207,1200,1200,60969.92542,2244.437287,63214.36271,1200,3310.265804,56,16.63446848,kernel,61186.79205
2025-11-27,77338.28109,3284.726442,2660.628418,0,933.2903377,1200,1200,61248.5328,0,61248.5328,1200,2997.011972,57,17.22758392,kernel,61515.57934
2025-11-28,43399.11557,1342.249221,1087.221869,0,12222.84967,1200,1200,32457.25634,0,32457.25634,1200,1681.816303,58,6.684544063,kernel,36624.70585
2025-11-29,43673.40597,1568.852994,1270.770925,0,8445.873801,1200,1200,32716.26799,0,32716.26799,1200,1655.246656,59,7.522530704,kernel,36961.12209
2025-11-30,77448.41873,2534.618781,2053.041213,3282.917936,4.930978081,1200,1200,61430.70823,11687.3003,73118.00853,1200,3305.339899,60,16.54396806,kernel,61658.3235
2025-12-01,89575.53134,6427.185527,5206.020277,0,2055.438359,1200,1200,68326.02745,0,68326.02745,1200,5368.998037,54,27.88734241,kernel,68976.84758
2025-12-02,90094.58935,6610.989597,5354.901573,0,200.6913753,1200,1200,69197.45962,0,69197.45962,1200,6014.522464,55,28.0779397,kernel,69655.50294
2025-12-03,90050.72191,4203.937442,3405.189328,0,2089.22523,1200,1200,69601.81629,0,69601.81629,1200,3731.758752,56,28.08317903,kernel,70086.91194
2025-12-04,90026.44118,3839.308153,3109.839604,0,2525.763881,1200,1200,69769.58266,0,69769.58266,1200,3205.082751,57,28.10830556,kernel,70273.70256
2025-12-05,49694.11415,1734.476035,1404.925588,0,8052.936017,1200,1200,36611.68336,0,36611.68336,1200,2079.790254,58,11.22026652,kernel,39079.09282
2025-12-06,49827.24277,2035.45893,1648.721733,7.676683333,5783.551444,1200,1200,36878.04505,16.3052754,36894.35033,1200,1820.203676,59,11.10926825,kernel,39686.709
2025-12-07,90581.07952,3232.997962,2618.72835,0,2314.128661,1200,1200,70580.32888,0,70580.32888,1200,3078.82734,60,26.36229647,kernel,70950.87537
2025-12-08,90808.19285,2422.840576,1962.500867,0,2500.642024,1200,1200,71101.08579,0,71101.08579,1200,2652.794977,61,24.51107274,kernel,71439.08129
2025-12-09,90811.26022,2464.380162,1996.147931,0,2954.573721,1200,1200,71191.24591,0,71191.24591,1200,2560.227867,62,24.57987998,kernel,71531.91975
2025-12-10,90759.17036,3128.255594,2533.887031,0,1777.183335,1200,1200,71128.88585,0,71128.88585,1200,2953.148399,63,26.28607924,kernel,71436.81765
2025-12-11,90782.27771,1028.424177,833.0235832,0,4625.622417,1200,1200,71203.67623,0,71203.67623,1200,1443.607991,64,26.53126749,kernel,71503.82929
2025-12-12,50903.81787,525.9946144,426.0556376,0,7089.465408,1200,1200,38046.45876,0,38046.45876,1200,1308.631905,65,11.18647262,kernel,44741.51769
2025-12-13,51076.59867,422.8192899,342.4836248,0,7197.729622,1200,1200,38249.38632,0,38249.38632,1200,1287.703118,66,11.73725271,kernel,45546.80233
2025-12-14,90768.24661,2954.494176,2393.140283,0,1428.170921,1200,1200,71223.50236,0,71223.50236,1200,2769.265774,67,26.54998388,kernel,71528.58728
2025-12-15,90787.81729,3400.490271,2754.39712,0,672.1661672,1200,1200,71306.71339,0,71306.71339,1200,3305.31106,68,26.59281773,kernel,71604.13374
2025-12-16,90955.52469,3054.648487,2474.265274,0,957.0501404,1200,1200,71416.72415,0,71416.72415,1200,3061.553689,69,27.33572511,kernel,71641.56756
2025-12-17,90942.45221,1774.523177,1437.363774,0,2413.44574,1200,1200,71452.70044,0,71452.70044,1200,1747.636036,70,28.09000967,kernel,71676.08314
2025-12-18,90880.61178,2059.36254,1668.083657,0,3123.065928,1200,1200,71384.66483,0,71384.66483,1200,2389.909278,71,29.52139183,kernel,71612.08286
2025-12-19,50951.63664,774.2145232,627.1137638,0,7896.144585,1200,1200,38148.82794,0,38148.82794,1200,1495.621345,72,12.44821669,kernel,44805.5556
2025-12-20,50882.44193,894.8250726,724.8083088,0,7856.072918,1200,1200,38111.27236,0,38111.27236,1200,1657.063812,73,13.50494403,kernel,44491.92261
2025-12-21,90849.75021,3103.649179,2513.955835,0,1222.275001,1200,1200,71365.263,0,71365.263,1200,2766.658057,74,31.10988123,kernel,71585.02915
2025-12-22,90860.95914,2066.379492,1673.767388,0,1530.91995,1200,1200,71425.46039,0,71425.46039,1200,1947.299402,75,31.28540404,kernel,71641.12563
2025-12-23,90867.61415,1175.898228,952.477565,0,3386.10095,1200,1200,71449.67189,0,71449.67189,1200,1531.68729,76,32.27937414,kernel,71655.70975
2025-12-24,90833.46738,2079.225303,1684.172495,0,2583.855252,1200,1200,71398.35444,0,71398.35444,1200,2211.651015,77,33.90272241,kernel,71597.32077
2025-12-25,90776.12622,1693.17863,1371.47469,0,2641.973751,1200,1200,71367.64004,0,71367.64004,1200,1710.8719,78,35.29067156,kernel,71573.20875
2025-12-26,50799.53873,633.3593484,513.0210722,0,7671.578023,1200,1200,38045.36122,0,38045.36122,1200,1537.917808,79,14.54910886,kernel,43977.20275
2025-12-27,50753.6043,558.2963111,452.220012,0,7308.718934,1200,1200,38011.10278,0,38011.10278,1200,1263.340462,80,15.28219864,kernel,43620.51693
2025-12-28,90788.62643,1185.926771,960.6006844,0,3754.04559,1200,1200,71419.32567,0,71419.32567,1200,1716.171346,81,35.00980065,kernel,71624.32262
2025-12-29,90770.07658,1529.006019,1238.494876,0,2955.799173,1200,1200,71386.78041,0,71386.78041,1200,1721.753127,82,36.42919926,kernel,71582.88069
2025-12-30,90742.65481,1171.417686,948.8483253,0,4295.682854,1200,1200,71325.69322,0,71325.69322,1200,1861.655182,83,38.11506617,kernel,71518.31267
2025-12-31,90695.79437,2636.598496,2135.644782,0,1548.417723,1200,1200,71265.40476,0,71265.40476,1200,2411.02692,84,40.07633443,kernel,71458.86847
