date,es_equal,es_legacy,es_revised,pool_size,k_eff_legacy,k_eff_revised,improvement_revised_vs_equal_pct,improvement_revised_vs_legacy_pct,improvement_legacy_vs_equal_pct
2025-06-29,1219.308657,620.6923206,506.7147552,59,13.57154476,21.38748108,58.44245406,18.36297335,49.09473354
2025-06-30,1201.05605,609.2088186,487.5972785,60,14.48623407,21.55507654,59.40262085,19.96220941,49.27723659
2025-07-01,1047.901867,1595.61788,774.0453609,30,8.753034825,17.47440141,26.13379316,51.48930265,-52.2678726
2025-07-02,1010.819917,1160.759841,951.801872,31,11.95788168,17.19612015,5.838630965,18.00182618,-14.83349524
2025-07-03,1044.382174,953.2227322,754.8325292,32,6.812820414,11.37361799,27.72449131,20.81257573,8.728552094
2025-07-04,2594.735209,3875.791378,911.8688665,33,2.346994183,4.312498787,64.85695869,76.47270512,-49.37136414
2025-07-05,2478.387982,2397.530534,747.7319003,34,14.3613727,1.345299086,69.82990938,68.81241387,3.262501625
2025-07-06,1120.311382,1243.460994,682.6693084,35,8.704334525,7.442672084,39.0643245,45.09925828,-10.99244491
2025-07-07,942.1610354,902.4357905,739.2067057,36,9.005997901,5.470446715,21.5413631,18.08761204,4.216396497
2025-07-08,1133.845575,1338.9838,737.1195426,37,13.90196608,5.45335971,34.98942373,44.94933079,-18.09225429
2025-07-09,888.7372418,1436.841036,536.373343,38,2.993568098,7.246832438,39.64770263,62.66995934,-61.67219829
2025-07-10,941.0082606,928.2450686,538.0945683,39,4.168642929,5.894349822,42.81723223,42.03098012,1.356331565
2025-07-11,2143.145714,2194.656412,829.289556,40,5.460269662,3.222411343,61.30503164,62.21323978,-2.403508885
2025-07-12,2166.29028,1822.275945,512.4664213,41,15.10563133,4.381842238,76.34359411,71.87767184,15.88034337
2025-07-13,1088.054718,1022.863306,795.865031,42,10.13153264,10.40251571,26.85431918,22.19243504,5.991556404
2025-07-14,882.0159944,692.8948694,499.4454218,43,10.81064855,11.18545604,43.37456181,27.91901862,21.44191559
2025-07-15,888.7113137,1165.337814,648.7515164,44,15.31891863,9.435223752,27.00087122,44.32931735,-31.12669956
2025-07-16,913.978101,967.6960474,549.0808091,45,6.859072786,9.987405227,39.92407384,43.2589592,-5.877377845
2025-07-17,886.4318441,815.2698953,499.1102769,46,7.832363868,12.10094137,43.69445545,38.77974892,8.027909785
2025-07-18,2070.806209,1976.85374,472.9192695,47,9.306705047,5.586926197,77.16255304,76.07717456,4.536999543
2025-07-19,2419.907726,1923.355494,580.980318,48,16.73232928,7.388049847,75.99163341,69.7933991,20.51946968
2025-07-20,784.4410236,584.6357034,443.5669457,49,11.92494378,18.93455089,43.45439206,24.1293436,25.47104425
2025-07-21,819.3584178,610.9077025,446.8872278,50,12.72239487,19.03624496,45.45888367,26.84865062,25.4407242
2025-07-22,809.1361822,1144.665756,475.9409044,51,17.31571638,18.44679759,41.17913462,58.4209712,-41.467627
2025-07-23,828.2053319,886.0806921,449.0329055,52,11.13986371,20.1796147,45.78241793,49.32370048,-6.98804487
2025-07-24,827.197117,871.5028967,514.4148324,53,11.93718416,21.8579986,37.81230352,40.97382415,-5.356133237
2025-07-25,2439.283894,2278.155752,486.7016155,54,12.83598298,8.447437655,80.04735665,78.63615711,6.605551008
2025-07-26,2234.3396,1704.782594,508.8336352,55,18.63053553,9.354923412,77.22666531,70.15257917,23.7008289
2025-07-27,822.3476539,565.5902376,452.2239306,56,13.83701236,22.92256109,45.00818134,20.04389389,31.22249028
2025-07-28,909.5252773,636.8529682,565.5157852,57,14.68524505,24.10940428,37.82297213,11.20151535,29.97962958
2025-07-29,825.7220372,1253.485873,531.8050683,58,19.28283877,28.56315304,35.59514651,57.5739081,-51.80482246
2025-07-30,817.5014886,914.8261278,504.7735198,59,14.98729875,30.96095919,38.25411613,44.82301013,-11.90513296
2025-07-31,708.0986875,800.4810663,376.2050913,60,15.87081159,31.75668838,46.87109327,53.00262466,-13.04654004
2025-08-01,2923.636776,2784.106355,819.850895,31,14.09735847,7.39031082,71.95784026,70.55245776,4.772495066
2025-08-02,2788.903693,1989.092191,814.4166028,32,9.174079218,8.693675194,70.79796606,59.05586445,28.67834784
2025-08-03,959.771331,1222.178839,1153.936749,33,8.940041458,12.61058149,-20.23038315,5.583641991,-27.34062792
2025-08-04,743.504768,599.4747773,482.9550262,34,8.369771964,4.634143534,35.04345271,19.43697308,19.37176422
2025-08-05,741.7894812,1382.343751,612.5866382,35,8.588811032,1.301220951,17.4177238,55.68492729,-86.35256846
2025-08-06,757.3673151,991.5271996,870.7944011,36,13.32686536,1.519479084,-14.97649605,12.17644846,-30.91761155
2025-08-07,829.2999277,909.4569817,680.9284904,37,13.29403335,2.30873827,17.89116727,25.12801549,-9.665628958
2025-08-08,3282.190037,2951.922363,2242.056628,38,13.60300037,6.241651803,31.69022504,24.04757469,10.06241778
